"target_doi","year","citation_count","PY","years_since_pub","scite_total_citation_count"
"10.1016/j.bbr.2009.02.009",2018,2,2009,9,75
"10.1016/j.bbr.2009.02.009",2019,2,2009,10,75
"10.1016/j.bbr.2009.02.009",2020,50,2009,11,75
"10.1016/j.bbr.2010.01.038",2010,0,2010,0,24
"10.1016/j.bbr.2010.01.038",2011,4,2010,1,24
"10.1016/j.bbr.2010.01.038",2012,3,2010,2,24
"10.1016/j.bbr.2010.01.038",2013,8,2010,3,24
"10.1016/j.bbr.2010.01.038",2014,2,2010,4,24
"10.1016/j.bbr.2010.01.038",2015,1,2010,5,24
"10.1016/j.bbr.2010.01.038",2016,0,2010,6,24
"10.1016/j.bbr.2010.01.038",2017,2,2010,7,24
"10.1016/j.bbr.2010.01.038",2018,2,2010,8,24
"10.1016/j.bbr.2010.01.038",2019,1,2010,9,24
"10.1016/j.bbr.2010.01.038",2020,1,2010,10,24
"10.1016/j.bbr.2012.08.050",2013,2,2013,0,23
"10.1016/j.bbr.2012.08.050",2014,4,2013,1,23
"10.1016/j.bbr.2012.08.050",2015,7,2013,2,23
"10.1016/j.bbr.2012.08.050",2016,1,2013,3,23
"10.1016/j.bbr.2012.08.050",2017,3,2013,4,23
"10.1016/j.bbr.2012.08.050",2018,1,2013,5,23
"10.1016/j.bbr.2012.08.050",2019,4,2013,6,23
"10.1016/j.bbr.2012.08.050",2020,1,2013,7,23
"10.1016/j.bbr.2015.04.047",2015,1,2015,0,21
"10.1016/j.bbr.2015.04.047",2016,5,2015,1,21
"10.1016/j.bbr.2015.04.047",2017,3,2015,2,21
"10.1016/j.bbr.2015.04.047",2018,2,2015,3,21
"10.1016/j.bbr.2015.04.047",2019,5,2015,4,21
"10.1016/j.bbr.2015.04.047",2020,5,2015,5,21
"10.1016/j.bbr.2015.06.035",2015,0,2015,0,11
"10.1016/j.bbr.2015.06.035",2016,1,2015,1,11
"10.1016/j.bbr.2015.06.035",2017,4,2015,2,11
"10.1016/j.bbr.2015.06.035",2018,2,2015,3,11
"10.1016/j.bbr.2015.06.035",2019,4,2015,4,11
"10.1016/j.bbr.2015.06.035",2020,0,2015,5,11
"10.1016/j.bbr.2015.07.008",2015,0,2015,0,20
"10.1016/j.bbr.2015.07.008",2016,2,2015,1,20
"10.1016/j.bbr.2015.07.008",2017,5,2015,2,20
"10.1016/j.bbr.2015.07.008",2018,7,2015,3,20
"10.1016/j.bbr.2015.07.008",2019,3,2015,4,20
"10.1016/j.bbr.2015.07.008",2020,3,2015,5,20
"10.1016/j.bbr.2016.12.015",2017,1,2017,0,10
"10.1016/j.bbr.2016.12.015",2018,3,2017,1,10
"10.1016/j.bbr.2016.12.015",2019,2,2017,2,10
"10.1016/j.bbr.2016.12.015",2020,4,2017,3,10
"10.1016/j.bbr.2017.04.019",2017,0,2017,0,5
"10.1016/j.bbr.2017.04.019",2018,1,2017,1,5
"10.1016/j.bbr.2017.04.019",2019,2,2017,2,5
"10.1016/j.bbr.2017.04.019",2020,2,2017,3,5
"10.1016/j.bbr.2017.04.045",2017,0,2017,0,2
"10.1016/j.bbr.2017.04.045",2018,0,2017,1,2
"10.1016/j.bbr.2017.04.045",2019,1,2017,2,2
"10.1016/j.bbr.2017.04.045",2020,1,2017,3,2
"10.1016/j.bbr.2018.03.041",2018,0,2018,0,6
"10.1016/j.bbr.2018.03.041",2019,2,2018,1,6
"10.1016/j.bbr.2018.03.041",2020,4,2018,2,6
"10.1016/j.bbr.2018.07.029",2019,0,2019,0,2
"10.1016/j.bbr.2018.07.029",2020,2,2019,1,2
"10.1016/j.bbr.2018.08.001",2019,2,2019,0,3
"10.1016/j.bbr.2018.08.001",2020,1,2019,1,3
"10.1016/j.biopsych.2009.06.017",2009,0,2009,0,49
"10.1016/j.biopsych.2009.06.017",2010,5,2009,1,49
"10.1016/j.biopsych.2009.06.017",2011,4,2009,2,49
"10.1016/j.biopsych.2009.06.017",2012,6,2009,3,49
"10.1016/j.biopsych.2009.06.017",2013,3,2009,4,49
"10.1016/j.biopsych.2009.06.017",2014,4,2009,5,49
"10.1016/j.biopsych.2009.06.017",2015,3,2009,6,49
"10.1016/j.biopsych.2009.06.017",2016,10,2009,7,49
"10.1016/j.biopsych.2009.06.017",2017,2,2009,8,49
"10.1016/j.biopsych.2009.06.017",2018,3,2009,9,49
"10.1016/j.biopsych.2009.06.017",2019,6,2009,10,49
"10.1016/j.biopsych.2009.06.017",2020,3,2009,11,49
"10.1016/j.biopsych.2014.01.016",2014,6,2014,0,103
"10.1016/j.biopsych.2014.01.016",2015,16,2014,1,103
"10.1016/j.biopsych.2014.01.016",2016,16,2014,2,103
"10.1016/j.biopsych.2014.01.016",2017,22,2014,3,103
"10.1016/j.biopsych.2014.01.016",2018,17,2014,4,103
"10.1016/j.biopsych.2014.01.016",2019,10,2014,5,103
"10.1016/j.biopsych.2014.01.016",2020,16,2014,6,103
"10.1016/j.biopsycho.2013.12.008",2014,0,2014,0,21
"10.1016/j.biopsycho.2013.12.008",2015,2,2014,1,21
"10.1016/j.biopsycho.2013.12.008",2016,4,2014,2,21
"10.1016/j.biopsycho.2013.12.008",2017,7,2014,3,21
"10.1016/j.biopsycho.2013.12.008",2018,4,2014,4,21
"10.1016/j.biopsycho.2013.12.008",2019,2,2014,5,21
"10.1016/j.biopsycho.2013.12.008",2020,2,2014,6,21
"10.1016/j.biopsycho.2014.08.003",2014,0,2014,0,11
"10.1016/j.biopsycho.2014.08.003",2015,0,2014,1,11
"10.1016/j.biopsycho.2014.08.003",2016,2,2014,2,11
"10.1016/j.biopsycho.2014.08.003",2017,2,2014,3,11
"10.1016/j.biopsycho.2014.08.003",2018,0,2014,4,11
"10.1016/j.biopsycho.2014.08.003",2019,3,2014,5,11
"10.1016/j.biopsycho.2014.08.003",2020,4,2014,6,11
"10.1016/j.biopsycho.2015.08.010",2017,6,2017,0,46
"10.1016/j.biopsycho.2015.08.010",2018,9,2017,1,46
"10.1016/j.biopsycho.2015.08.010",2019,17,2017,2,46
"10.1016/j.biopsycho.2015.08.010",2020,14,2017,3,46
"10.1016/j.biopsycho.2016.05.012",2016,1,2016,0,13
"10.1016/j.biopsycho.2016.05.012",2017,2,2016,1,13
"10.1016/j.biopsycho.2016.05.012",2018,3,2016,2,13
"10.1016/j.biopsycho.2016.05.012",2019,4,2016,3,13
"10.1016/j.biopsycho.2016.05.012",2020,3,2016,4,13
"10.1016/j.biopsycho.2017.07.023",2017,0,2017,0,3
"10.1016/j.biopsycho.2017.07.023",2018,0,2017,1,3
"10.1016/j.biopsycho.2017.07.023",2019,1,2017,2,3
"10.1016/j.biopsycho.2017.07.023",2020,2,2017,3,3
"10.1016/j.biopsycho.2018.02.018",2018,0,2018,0,2
"10.1016/j.biopsycho.2018.02.018",2019,0,2018,1,2
"10.1016/j.biopsycho.2018.02.018",2020,2,2018,2,2
"10.1016/j.brainres.2009.05.075",2009,0,2009,0,157
"10.1016/j.brainres.2009.05.075",2010,6,2009,1,157
"10.1016/j.brainres.2009.05.075",2011,13,2009,2,157
"10.1016/j.brainres.2009.05.075",2012,15,2009,3,157
"10.1016/j.brainres.2009.05.075",2013,8,2009,4,157
"10.1016/j.brainres.2009.05.075",2014,9,2009,5,157
"10.1016/j.brainres.2009.05.075",2015,19,2009,6,157
"10.1016/j.brainres.2009.05.075",2016,16,2009,7,157
"10.1016/j.brainres.2009.05.075",2017,10,2009,8,157
"10.1016/j.brainres.2009.05.075",2018,17,2009,9,157
"10.1016/j.brainres.2009.05.075",2019,19,2009,10,157
"10.1016/j.brainres.2009.05.075",2020,25,2009,11,157
"10.1016/j.brainres.2009.05.076",2009,0,2009,0,11
"10.1016/j.brainres.2009.05.076",2010,1,2009,1,11
"10.1016/j.brainres.2009.05.076",2011,3,2009,2,11
"10.1016/j.brainres.2009.05.076",2012,2,2009,3,11
"10.1016/j.brainres.2009.05.076",2013,0,2009,4,11
"10.1016/j.brainres.2009.05.076",2014,1,2009,5,11
"10.1016/j.brainres.2009.05.076",2015,0,2009,6,11
"10.1016/j.brainres.2009.05.076",2016,1,2009,7,11
"10.1016/j.brainres.2009.05.076",2017,2,2009,8,11
"10.1016/j.brainres.2009.05.076",2018,0,2009,9,11
"10.1016/j.brainres.2009.05.076",2019,1,2009,10,11
"10.1016/j.brainres.2009.05.076",2020,0,2009,11,11
"10.1016/j.brainres.2009.10.006",2010,1,2010,0,122
"10.1016/j.brainres.2009.10.006",2011,20,2010,1,122
"10.1016/j.brainres.2009.10.006",2012,11,2010,2,122
"10.1016/j.brainres.2009.10.006",2013,19,2010,3,122
"10.1016/j.brainres.2009.10.006",2014,7,2010,4,122
"10.1016/j.brainres.2009.10.006",2015,16,2010,5,122
"10.1016/j.brainres.2009.10.006",2016,7,2010,6,122
"10.1016/j.brainres.2009.10.006",2017,6,2010,7,122
"10.1016/j.brainres.2009.10.006",2018,13,2010,8,122
"10.1016/j.brainres.2009.10.006",2019,9,2010,9,122
"10.1016/j.brainres.2009.10.006",2020,13,2010,10,122
"10.1016/j.brainres.2009.11.043",2010,2,2010,0,78
"10.1016/j.brainres.2009.11.043",2011,10,2010,1,78
"10.1016/j.brainres.2009.11.043",2012,8,2010,2,78
"10.1016/j.brainres.2009.11.043",2013,11,2010,3,78
"10.1016/j.brainres.2009.11.043",2014,14,2010,4,78
"10.1016/j.brainres.2009.11.043",2015,9,2010,5,78
"10.1016/j.brainres.2009.11.043",2016,2,2010,6,78
"10.1016/j.brainres.2009.11.043",2017,3,2010,7,78
"10.1016/j.brainres.2009.11.043",2018,5,2010,8,78
"10.1016/j.brainres.2009.11.043",2019,6,2010,9,78
"10.1016/j.brainres.2009.11.043",2020,8,2010,10,78
"10.1016/j.brainres.2010.07.057",2010,0,2010,0,26
"10.1016/j.brainres.2010.07.057",2011,0,2010,1,26
"10.1016/j.brainres.2010.07.057",2012,9,2010,2,26
"10.1016/j.brainres.2010.07.057",2013,5,2010,3,26
"10.1016/j.brainres.2010.07.057",2014,2,2010,4,26
"10.1016/j.brainres.2010.07.057",2015,1,2010,5,26
"10.1016/j.brainres.2010.07.057",2016,1,2010,6,26
"10.1016/j.brainres.2010.07.057",2017,3,2010,7,26
"10.1016/j.brainres.2010.07.057",2018,3,2010,8,26
"10.1016/j.brainres.2010.07.057",2019,1,2010,9,26
"10.1016/j.brainres.2010.07.057",2020,1,2010,10,26
"10.1016/j.brainres.2010.09.068",2010,0,2010,0,4
"10.1016/j.brainres.2010.09.068",2011,0,2010,1,4
"10.1016/j.brainres.2010.09.068",2012,0,2010,2,4
"10.1016/j.brainres.2010.09.068",2013,2,2010,3,4
"10.1016/j.brainres.2010.09.068",2014,0,2010,4,4
"10.1016/j.brainres.2010.09.068",2015,1,2010,5,4
"10.1016/j.brainres.2010.09.068",2016,0,2010,6,4
"10.1016/j.brainres.2010.09.068",2017,0,2010,7,4
"10.1016/j.brainres.2010.09.068",2018,0,2010,8,4
"10.1016/j.brainres.2010.09.068",2019,0,2010,9,4
"10.1016/j.brainres.2010.09.068",2020,1,2010,10,4
"10.1016/j.brainres.2010.10.110",2011,0,2011,0,17
"10.1016/j.brainres.2010.10.110",2012,2,2011,1,17
"10.1016/j.brainres.2010.10.110",2013,3,2011,2,17
"10.1016/j.brainres.2010.10.110",2014,1,2011,3,17
"10.1016/j.brainres.2010.10.110",2015,1,2011,4,17
"10.1016/j.brainres.2010.10.110",2016,1,2011,5,17
"10.1016/j.brainres.2010.10.110",2017,5,2011,6,17
"10.1016/j.brainres.2010.10.110",2018,1,2011,7,17
"10.1016/j.brainres.2010.10.110",2019,1,2011,8,17
"10.1016/j.brainres.2010.10.110",2020,2,2011,9,17
"10.1016/j.brainres.2010.12.024",2012,7,2012,0,95
"10.1016/j.brainres.2010.12.024",2013,19,2012,1,95
"10.1016/j.brainres.2010.12.024",2014,15,2012,2,95
"10.1016/j.brainres.2010.12.024",2015,9,2012,3,95
"10.1016/j.brainres.2010.12.024",2016,10,2012,4,95
"10.1016/j.brainres.2010.12.024",2017,13,2012,5,95
"10.1016/j.brainres.2010.12.024",2018,8,2012,6,95
"10.1016/j.brainres.2010.12.024",2019,7,2012,7,95
"10.1016/j.brainres.2010.12.024",2020,7,2012,8,95
"10.1016/j.brainres.2011.02.084",2011,0,2011,0,18
"10.1016/j.brainres.2011.02.084",2012,1,2011,1,18
"10.1016/j.brainres.2011.02.084",2013,0,2011,2,18
"10.1016/j.brainres.2011.02.084",2014,3,2011,3,18
"10.1016/j.brainres.2011.02.084",2015,2,2011,4,18
"10.1016/j.brainres.2011.02.084",2016,4,2011,5,18
"10.1016/j.brainres.2011.02.084",2017,3,2011,6,18
"10.1016/j.brainres.2011.02.084",2018,4,2011,7,18
"10.1016/j.brainres.2011.02.084",2019,1,2011,8,18
"10.1016/j.brainres.2011.02.084",2020,0,2011,9,18
"10.1016/j.brainres.2011.08.052",2011,0,2011,0,12
"10.1016/j.brainres.2011.08.052",2012,1,2011,1,12
"10.1016/j.brainres.2011.08.052",2013,2,2011,2,12
"10.1016/j.brainres.2011.08.052",2014,2,2011,3,12
"10.1016/j.brainres.2011.08.052",2015,1,2011,4,12
"10.1016/j.brainres.2011.08.052",2016,2,2011,5,12
"10.1016/j.brainres.2011.08.052",2017,2,2011,6,12
"10.1016/j.brainres.2011.08.052",2018,2,2011,7,12
"10.1016/j.brainres.2011.08.052",2019,0,2011,8,12
"10.1016/j.brainres.2011.08.052",2020,0,2011,9,12
"10.1016/j.brainres.2012.01.023",2012,0,2012,0,22
"10.1016/j.brainres.2012.01.023",2013,5,2012,1,22
"10.1016/j.brainres.2012.01.023",2014,4,2012,2,22
"10.1016/j.brainres.2012.01.023",2015,0,2012,3,22
"10.1016/j.brainres.2012.01.023",2016,3,2012,4,22
"10.1016/j.brainres.2012.01.023",2017,3,2012,5,22
"10.1016/j.brainres.2012.01.023",2018,2,2012,6,22
"10.1016/j.brainres.2012.01.023",2019,2,2012,7,22
"10.1016/j.brainres.2012.01.023",2020,3,2012,8,22
"10.1016/j.brainres.2012.07.010",2012,0,2012,0,36
"10.1016/j.brainres.2012.07.010",2013,0,2012,1,36
"10.1016/j.brainres.2012.07.010",2014,6,2012,2,36
"10.1016/j.brainres.2012.07.010",2015,11,2012,3,36
"10.1016/j.brainres.2012.07.010",2016,8,2012,4,36
"10.1016/j.brainres.2012.07.010",2017,4,2012,5,36
"10.1016/j.brainres.2012.07.010",2018,3,2012,6,36
"10.1016/j.brainres.2012.07.010",2019,1,2012,7,36
"10.1016/j.brainres.2012.07.010",2020,3,2012,8,36
"10.1016/j.brainres.2012.10.068",2013,0,2013,0,4
"10.1016/j.brainres.2012.10.068",2014,1,2013,1,4
"10.1016/j.brainres.2012.10.068",2015,2,2013,2,4
"10.1016/j.brainres.2012.10.068",2016,0,2013,3,4
"10.1016/j.brainres.2012.10.068",2017,0,2013,4,4
"10.1016/j.brainres.2012.10.068",2018,1,2013,5,4
"10.1016/j.brainres.2012.10.068",2019,0,2013,6,4
"10.1016/j.brainres.2012.10.068",2020,0,2013,7,4
"10.1016/j.brainres.2013.01.009",2013,4,2013,0,29
"10.1016/j.brainres.2013.01.009",2014,3,2013,1,29
"10.1016/j.brainres.2013.01.009",2015,5,2013,2,29
"10.1016/j.brainres.2013.01.009",2016,5,2013,3,29
"10.1016/j.brainres.2013.01.009",2017,3,2013,4,29
"10.1016/j.brainres.2013.01.009",2018,2,2013,5,29
"10.1016/j.brainres.2013.01.009",2019,5,2013,6,29
"10.1016/j.brainres.2013.01.009",2020,2,2013,7,29
"10.1016/j.brainres.2013.08.040",2013,0,2013,0,20
"10.1016/j.brainres.2013.08.040",2014,3,2013,1,20
"10.1016/j.brainres.2013.08.040",2015,5,2013,2,20
"10.1016/j.brainres.2013.08.040",2016,0,2013,3,20
"10.1016/j.brainres.2013.08.040",2017,2,2013,4,20
"10.1016/j.brainres.2013.08.040",2018,2,2013,5,20
"10.1016/j.brainres.2013.08.040",2019,3,2013,6,20
"10.1016/j.brainres.2013.08.040",2020,5,2013,7,20
"10.1016/j.brainres.2013.08.055",2013,0,2013,0,14
"10.1016/j.brainres.2013.08.055",2014,2,2013,1,14
"10.1016/j.brainres.2013.08.055",2015,1,2013,2,14
"10.1016/j.brainres.2013.08.055",2016,2,2013,3,14
"10.1016/j.brainres.2013.08.055",2017,2,2013,4,14
"10.1016/j.brainres.2013.08.055",2018,2,2013,5,14
"10.1016/j.brainres.2013.08.055",2019,2,2013,6,14
"10.1016/j.brainres.2013.08.055",2020,3,2013,7,14
"10.1016/j.brainres.2013.09.030",2013,0,2013,0,21
"10.1016/j.brainres.2013.09.030",2014,1,2013,1,21
"10.1016/j.brainres.2013.09.030",2015,2,2013,2,21
"10.1016/j.brainres.2013.09.030",2016,5,2013,3,21
"10.1016/j.brainres.2013.09.030",2017,4,2013,4,21
"10.1016/j.brainres.2013.09.030",2018,4,2013,5,21
"10.1016/j.brainres.2013.09.030",2019,1,2013,6,21
"10.1016/j.brainres.2013.09.030",2020,4,2013,7,21
"10.1016/j.brainres.2014.02.011",2014,0,2014,0,14
"10.1016/j.brainres.2014.02.011",2015,3,2014,1,14
"10.1016/j.brainres.2014.02.011",2016,3,2014,2,14
"10.1016/j.brainres.2014.02.011",2017,5,2014,3,14
"10.1016/j.brainres.2014.02.011",2018,1,2014,4,14
"10.1016/j.brainres.2014.02.011",2019,1,2014,5,14
"10.1016/j.brainres.2014.02.011",2020,1,2014,6,14
"10.1016/j.brainres.2014.04.041",2014,0,2014,0,7
"10.1016/j.brainres.2014.04.041",2015,1,2014,1,7
"10.1016/j.brainres.2014.04.041",2016,2,2014,2,7
"10.1016/j.brainres.2014.04.041",2017,0,2014,3,7
"10.1016/j.brainres.2014.04.041",2018,3,2014,4,7
"10.1016/j.brainres.2014.04.041",2019,1,2014,5,7
"10.1016/j.brainres.2014.04.041",2020,0,2014,6,7
"10.1016/j.brainres.2014.06.001",2014,0,2014,0,2
"10.1016/j.brainres.2014.06.001",2015,0,2014,1,2
"10.1016/j.brainres.2014.06.001",2016,0,2014,2,2
"10.1016/j.brainres.2014.06.001",2017,0,2014,3,2
"10.1016/j.brainres.2014.06.001",2018,1,2014,4,2
"10.1016/j.brainres.2014.06.001",2019,0,2014,5,2
"10.1016/j.brainres.2014.06.001",2020,1,2014,6,2
"10.1016/j.brainres.2014.08.027",2014,0,2014,0,6
"10.1016/j.brainres.2014.08.027",2015,2,2014,1,6
"10.1016/j.brainres.2014.08.027",2016,1,2014,2,6
"10.1016/j.brainres.2014.08.027",2017,0,2014,3,6
"10.1016/j.brainres.2014.08.027",2018,1,2014,4,6
"10.1016/j.brainres.2014.08.027",2019,2,2014,5,6
"10.1016/j.brainres.2014.08.027",2020,0,2014,6,6
"10.1016/j.brainres.2015.11.011",2016,0,2016,0,2
"10.1016/j.brainres.2015.11.011",2017,1,2016,1,2
"10.1016/j.brainres.2015.11.011",2018,0,2016,2,2
"10.1016/j.brainres.2015.11.011",2019,0,2016,3,2
"10.1016/j.brainres.2015.11.011",2020,1,2016,4,2
"10.1016/j.brainresbull.2010.11.009",2011,0,2011,0,11
"10.1016/j.brainresbull.2010.11.009",2012,2,2011,1,11
"10.1016/j.brainresbull.2010.11.009",2013,1,2011,2,11
"10.1016/j.brainresbull.2010.11.009",2014,3,2011,3,11
"10.1016/j.brainresbull.2010.11.009",2015,0,2011,4,11
"10.1016/j.brainresbull.2010.11.009",2016,0,2011,5,11
"10.1016/j.brainresbull.2010.11.009",2017,2,2011,6,11
"10.1016/j.brainresbull.2010.11.009",2018,1,2011,7,11
"10.1016/j.brainresbull.2010.11.009",2019,0,2011,8,11
"10.1016/j.brainresbull.2010.11.009",2020,2,2011,9,11
"10.1016/j.brainresbull.2017.05.010",2018,0,2018,0,7
"10.1016/j.brainresbull.2017.05.010",2019,4,2018,1,7
"10.1016/j.brainresbull.2017.05.010",2020,3,2018,2,7
"10.1016/j.childyouth.2013.11.002",2014,0,2014,0,8
"10.1016/j.childyouth.2013.11.002",2015,1,2014,1,8
"10.1016/j.childyouth.2013.11.002",2016,1,2014,2,8
"10.1016/j.childyouth.2013.11.002",2017,5,2014,3,8
"10.1016/j.childyouth.2013.11.002",2018,0,2014,4,8
"10.1016/j.childyouth.2013.11.002",2019,1,2014,5,8
"10.1016/j.childyouth.2013.11.002",2020,0,2014,6,8
"10.1016/j.cognition.2013.03.005",2013,0,2013,0,11
"10.1016/j.cognition.2013.03.005",2014,3,2013,1,11
"10.1016/j.cognition.2013.03.005",2015,3,2013,2,11
"10.1016/j.cognition.2013.03.005",2016,0,2013,3,11
"10.1016/j.cognition.2013.03.005",2017,0,2013,4,11
"10.1016/j.cognition.2013.03.005",2018,5,2013,5,11
"10.1016/j.cognition.2013.03.005",2019,0,2013,6,11
"10.1016/j.cognition.2013.03.005",2020,0,2013,7,11
"10.1016/j.cognition.2014.11.001",2015,1,2015,0,18
"10.1016/j.cognition.2014.11.001",2016,3,2015,1,18
"10.1016/j.cognition.2014.11.001",2017,4,2015,2,18
"10.1016/j.cognition.2014.11.001",2018,4,2015,3,18
"10.1016/j.cognition.2014.11.001",2019,4,2015,4,18
"10.1016/j.cognition.2014.11.001",2020,2,2015,5,18
"10.1016/j.cognition.2016.08.003",2016,0,2016,0,25
"10.1016/j.cognition.2016.08.003",2017,3,2016,1,25
"10.1016/j.cognition.2016.08.003",2018,7,2016,2,25
"10.1016/j.cognition.2016.08.003",2019,5,2016,3,25
"10.1016/j.cognition.2016.08.003",2020,10,2016,4,25
"10.1016/j.concog.2010.03.003",2010,0,2010,0,24
"10.1016/j.concog.2010.03.003",2011,4,2010,1,24
"10.1016/j.concog.2010.03.003",2012,2,2010,2,24
"10.1016/j.concog.2010.03.003",2013,5,2010,3,24
"10.1016/j.concog.2010.03.003",2014,3,2010,4,24
"10.1016/j.concog.2010.03.003",2015,4,2010,5,24
"10.1016/j.concog.2010.03.003",2016,1,2010,6,24
"10.1016/j.concog.2010.03.003",2017,0,2010,7,24
"10.1016/j.concog.2010.03.003",2018,3,2010,8,24
"10.1016/j.concog.2010.03.003",2019,2,2010,9,24
"10.1016/j.concog.2010.03.003",2020,0,2010,10,24
"10.1016/j.concog.2010.09.007",2011,2,2011,0,117
"10.1016/j.concog.2010.09.007",2012,11,2011,1,117
"10.1016/j.concog.2010.09.007",2013,14,2011,2,117
"10.1016/j.concog.2010.09.007",2014,10,2011,3,117
"10.1016/j.concog.2010.09.007",2015,13,2011,4,117
"10.1016/j.concog.2010.09.007",2016,20,2011,5,117
"10.1016/j.concog.2010.09.007",2017,13,2011,6,117
"10.1016/j.concog.2010.09.007",2018,13,2011,7,117
"10.1016/j.concog.2010.09.007",2019,8,2011,8,117
"10.1016/j.concog.2010.09.007",2020,13,2011,9,117
"10.1016/j.concog.2010.10.011",2011,0,2011,0,26
"10.1016/j.concog.2010.10.011",2012,3,2011,1,26
"10.1016/j.concog.2010.10.011",2013,4,2011,2,26
"10.1016/j.concog.2010.10.011",2014,2,2011,3,26
"10.1016/j.concog.2010.10.011",2015,3,2011,4,26
"10.1016/j.concog.2010.10.011",2016,3,2011,5,26
"10.1016/j.concog.2010.10.011",2017,4,2011,6,26
"10.1016/j.concog.2010.10.011",2018,3,2011,7,26
"10.1016/j.concog.2010.10.011",2019,2,2011,8,26
"10.1016/j.concog.2010.10.011",2020,2,2011,9,26
"10.1016/j.concog.2015.02.009",2015,0,2015,0,6
"10.1016/j.concog.2015.02.009",2016,1,2015,1,6
"10.1016/j.concog.2015.02.009",2017,1,2015,2,6
"10.1016/j.concog.2015.02.009",2018,1,2015,3,6
"10.1016/j.concog.2015.02.009",2019,2,2015,4,6
"10.1016/j.concog.2015.02.009",2020,1,2015,5,6
"10.1016/j.concog.2016.09.006",2017,1,2017,0,6
"10.1016/j.concog.2016.09.006",2018,1,2017,1,6
"10.1016/j.concog.2016.09.006",2019,4,2017,2,6
"10.1016/j.concog.2016.09.006",2020,0,2017,3,6
"10.1016/j.concog.2017.10.019",2018,1,2018,0,4
"10.1016/j.concog.2017.10.019",2019,2,2018,1,4
"10.1016/j.concog.2017.10.019",2020,1,2018,2,4
"10.1016/j.cortex.2011.01.004",2012,6,2012,0,45
"10.1016/j.cortex.2011.01.004",2013,10,2012,1,45
"10.1016/j.cortex.2011.01.004",2014,3,2012,2,45
"10.1016/j.cortex.2011.01.004",2015,3,2012,3,45
"10.1016/j.cortex.2011.01.004",2016,2,2012,4,45
"10.1016/j.cortex.2011.01.004",2017,8,2012,5,45
"10.1016/j.cortex.2011.01.004",2018,5,2012,6,45
"10.1016/j.cortex.2011.01.004",2019,5,2012,7,45
"10.1016/j.cortex.2011.01.004",2020,3,2012,8,45
"10.1016/j.cortex.2012.07.010",2013,0,2013,0,7
"10.1016/j.cortex.2012.07.010",2014,1,2013,1,7
"10.1016/j.cortex.2012.07.010",2015,2,2013,2,7
"10.1016/j.cortex.2012.07.010",2016,0,2013,3,7
"10.1016/j.cortex.2012.07.010",2017,3,2013,4,7
"10.1016/j.cortex.2012.07.010",2018,1,2013,5,7
"10.1016/j.cortex.2012.07.010",2019,0,2013,6,7
"10.1016/j.cortex.2012.07.010",2020,0,2013,7,7
"10.1016/j.cortex.2012.08.025",2013,1,2013,0,15
"10.1016/j.cortex.2012.08.025",2014,2,2013,1,15
"10.1016/j.cortex.2012.08.025",2015,3,2013,2,15
"10.1016/j.cortex.2012.08.025",2016,3,2013,3,15
"10.1016/j.cortex.2012.08.025",2017,2,2013,4,15
"10.1016/j.cortex.2012.08.025",2018,4,2013,5,15
"10.1016/j.cortex.2012.08.025",2019,0,2013,6,15
"10.1016/j.cortex.2012.08.025",2020,0,2013,7,15
"10.1016/j.cortex.2013.07.008",2013,0,2013,0,31
"10.1016/j.cortex.2013.07.008",2014,2,2013,1,31
"10.1016/j.cortex.2013.07.008",2015,1,2013,2,31
"10.1016/j.cortex.2013.07.008",2016,8,2013,3,31
"10.1016/j.cortex.2013.07.008",2017,7,2013,4,31
"10.1016/j.cortex.2013.07.008",2018,1,2013,5,31
"10.1016/j.cortex.2013.07.008",2019,3,2013,6,31
"10.1016/j.cortex.2013.07.008",2020,9,2013,7,31
"10.1016/j.cortex.2013.07.011",2014,5,2014,0,60
"10.1016/j.cortex.2013.07.011",2015,8,2014,1,60
"10.1016/j.cortex.2013.07.011",2016,5,2014,2,60
"10.1016/j.cortex.2013.07.011",2017,10,2014,3,60
"10.1016/j.cortex.2013.07.011",2018,7,2014,4,60
"10.1016/j.cortex.2013.07.011",2019,16,2014,5,60
"10.1016/j.cortex.2013.07.011",2020,9,2014,6,60
"10.1016/j.cortex.2014.02.026",2014,0,2014,0,6
"10.1016/j.cortex.2014.02.026",2015,2,2014,1,6
"10.1016/j.cortex.2014.02.026",2016,0,2014,2,6
"10.1016/j.cortex.2014.02.026",2017,1,2014,3,6
"10.1016/j.cortex.2014.02.026",2018,1,2014,4,6
"10.1016/j.cortex.2014.02.026",2019,2,2014,5,6
"10.1016/j.cortex.2014.02.026",2020,0,2014,6,6
"10.1016/j.cortex.2014.03.011",2014,4,2014,0,36
"10.1016/j.cortex.2014.03.011",2015,6,2014,1,36
"10.1016/j.cortex.2014.03.011",2016,2,2014,2,36
"10.1016/j.cortex.2014.03.011",2017,5,2014,3,36
"10.1016/j.cortex.2014.03.011",2018,4,2014,4,36
"10.1016/j.cortex.2014.03.011",2019,10,2014,5,36
"10.1016/j.cortex.2014.03.011",2020,5,2014,6,36
"10.1016/j.cortex.2014.08.001",2015,2,2015,0,11
"10.1016/j.cortex.2014.08.001",2016,0,2015,1,11
"10.1016/j.cortex.2014.08.001",2017,3,2015,2,11
"10.1016/j.cortex.2014.08.001",2018,3,2015,3,11
"10.1016/j.cortex.2014.08.001",2019,1,2015,4,11
