"target_doi","year","citation_count","PY","years_since_pub","scite_total_citation_count"
"10.1002/brb3.1063",2018,1,2018,0,1
"10.1002/brb3.1063",2019,0,2018,1,1
"10.1002/brb3.1063",2020,0,2018,2,1
"10.1002/brb3.242",2014,0,2014,0,78
"10.1002/brb3.242",2015,6,2014,1,78
"10.1002/brb3.242",2016,5,2014,2,78
"10.1002/brb3.242",2017,14,2014,3,78
"10.1002/brb3.242",2018,10,2014,4,78
"10.1002/brb3.242",2019,18,2014,5,78
"10.1002/brb3.242",2020,25,2014,6,78
"10.1002/brb3.251",2014,0,2014,0,24
"10.1002/brb3.251",2015,0,2014,1,24
"10.1002/brb3.251",2016,4,2014,2,24
"10.1002/brb3.251",2017,7,2014,3,24
"10.1002/brb3.251",2018,7,2014,4,24
"10.1002/brb3.251",2019,3,2014,5,24
"10.1002/brb3.251",2020,3,2014,6,24
"10.1002/brb3.464",2016,0,2016,0,1
"10.1002/brb3.464",2017,0,2016,1,1
"10.1002/brb3.464",2018,0,2016,2,1
"10.1002/brb3.464",2019,1,2016,3,1
"10.1002/brb3.464",2020,0,2016,4,1
"10.1002/brb3.476",2016,0,2016,0,9
"10.1002/brb3.476",2017,1,2016,1,9
"10.1002/brb3.476",2018,4,2016,2,9
"10.1002/brb3.476",2019,2,2016,3,9
"10.1002/brb3.476",2020,2,2016,4,9
"10.1002/brb3.500",2016,0,2016,0,3
"10.1002/brb3.500",2017,0,2016,1,3
"10.1002/brb3.500",2018,1,2016,2,3
"10.1002/brb3.500",2019,2,2016,3,3
"10.1002/brb3.500",2020,0,2016,4,3
"10.1002/brb3.550",2016,0,2016,0,6
"10.1002/brb3.550",2017,0,2016,1,6
"10.1002/brb3.550",2018,5,2016,2,6
"10.1002/brb3.550",2019,1,2016,3,6
"10.1002/brb3.550",2020,0,2016,4,6
"10.1002/brb3.572",2016,0,2016,0,13
"10.1002/brb3.572",2017,3,2016,1,13
"10.1002/brb3.572",2018,2,2016,2,13
"10.1002/brb3.572",2019,4,2016,3,13
"10.1002/brb3.572",2020,4,2016,4,13
"10.1002/brb3.660",2017,0,2017,0,10
"10.1002/brb3.660",2018,1,2017,1,10
"10.1002/brb3.660",2019,3,2017,2,10
"10.1002/brb3.660",2020,6,2017,3,10
"10.1002/brb3.840",2017,0,2017,0,1
"10.1002/brb3.840",2018,1,2017,1,1
"10.1002/brb3.840",2019,0,2017,2,1
"10.1002/brb3.840",2020,0,2017,3,1
"10.1002/brb3.943",2018,0,2018,0,6
"10.1002/brb3.943",2019,2,2018,1,6
"10.1002/brb3.943",2020,4,2018,2,6
"10.1002/dev.21599",2018,0,2018,0,19
"10.1002/dev.21599",2019,8,2018,1,19
"10.1002/dev.21599",2020,11,2018,2,19
"10.1002/ejp.928",2017,1,2017,0,4
"10.1002/ejp.928",2018,0,2017,1,4
"10.1002/ejp.928",2019,1,2017,2,4
"10.1002/ejp.928",2020,2,2017,3,4
"10.1002/hast.294",2014,1,2014,0,20
"10.1002/hast.294",2015,3,2014,1,20
"10.1002/hast.294",2016,7,2014,2,20
"10.1002/hast.294",2017,0,2014,3,20
"10.1002/hast.294",2018,3,2014,4,20
"10.1002/hast.294",2019,3,2014,5,20
"10.1002/hast.294",2020,3,2014,6,20
"10.1002/hast.295",2014,4,2014,0,53
"10.1002/hast.295",2015,4,2014,1,53
"10.1002/hast.295",2016,7,2014,2,53
"10.1002/hast.295",2017,3,2014,3,53
"10.1002/hast.295",2018,2,2014,4,53
"10.1002/hast.295",2019,25,2014,5,53
"10.1002/hast.295",2020,8,2014,6,53
"10.1002/hbm.20506",2009,1,2009,0,26
"10.1002/hbm.20506",2010,3,2009,1,26
"10.1002/hbm.20506",2011,2,2009,2,26
"10.1002/hbm.20506",2012,0,2009,3,26
"10.1002/hbm.20506",2013,6,2009,4,26
"10.1002/hbm.20506",2014,2,2009,5,26
"10.1002/hbm.20506",2015,1,2009,6,26
"10.1002/hbm.20506",2016,1,2009,7,26
"10.1002/hbm.20506",2017,2,2009,8,26
"10.1002/hbm.20506",2018,3,2009,9,26
"10.1002/hbm.20506",2019,4,2009,10,26
"10.1002/hbm.20506",2020,1,2009,11,26
"10.1002/hbm.20510",2009,7,2009,0,104
"10.1002/hbm.20510",2010,5,2009,1,104
"10.1002/hbm.20510",2011,18,2009,2,104
"10.1002/hbm.20510",2012,8,2009,3,104
"10.1002/hbm.20510",2013,6,2009,4,104
"10.1002/hbm.20510",2014,8,2009,5,104
"10.1002/hbm.20510",2015,9,2009,6,104
"10.1002/hbm.20510",2016,11,2009,7,104
"10.1002/hbm.20510",2017,9,2009,8,104
"10.1002/hbm.20510",2018,9,2009,9,104
"10.1002/hbm.20510",2019,8,2009,10,104
"10.1002/hbm.20510",2020,6,2009,11,104
"10.1002/hbm.20565",2009,4,2009,0,90
"10.1002/hbm.20565",2010,10,2009,1,90
"10.1002/hbm.20565",2011,2,2009,2,90
"10.1002/hbm.20565",2012,15,2009,3,90
"10.1002/hbm.20565",2013,9,2009,4,90
"10.1002/hbm.20565",2014,6,2009,5,90
"10.1002/hbm.20565",2015,9,2009,6,90
"10.1002/hbm.20565",2016,5,2009,7,90
"10.1002/hbm.20565",2017,8,2009,8,90
"10.1002/hbm.20565",2018,9,2009,9,90
"10.1002/hbm.20565",2019,7,2009,10,90
"10.1002/hbm.20565",2020,6,2009,11,90
"10.1002/hbm.20591",2009,4,2009,0,51
"10.1002/hbm.20591",2010,5,2009,1,51
"10.1002/hbm.20591",2011,8,2009,2,51
"10.1002/hbm.20591",2012,8,2009,3,51
"10.1002/hbm.20591",2013,5,2009,4,51
"10.1002/hbm.20591",2014,6,2009,5,51
"10.1002/hbm.20591",2015,3,2009,6,51
"10.1002/hbm.20591",2016,0,2009,7,51
"10.1002/hbm.20591",2017,2,2009,8,51
"10.1002/hbm.20591",2018,4,2009,9,51
"10.1002/hbm.20591",2019,2,2009,10,51
"10.1002/hbm.20591",2020,4,2009,11,51
"10.1002/hbm.20604",2009,2,2009,0,10
"10.1002/hbm.20604",2010,2,2009,1,10
"10.1002/hbm.20604",2011,1,2009,2,10
"10.1002/hbm.20604",2012,2,2009,3,10
"10.1002/hbm.20604",2013,0,2009,4,10
"10.1002/hbm.20604",2014,0,2009,5,10
"10.1002/hbm.20604",2015,0,2009,6,10
"10.1002/hbm.20604",2016,1,2009,7,10
"10.1002/hbm.20604",2017,1,2009,8,10
"10.1002/hbm.20604",2018,1,2009,9,10
"10.1002/hbm.20604",2019,0,2009,10,10
"10.1002/hbm.20604",2020,0,2009,11,10
"10.1002/hbm.20699",2009,1,2009,0,11
"10.1002/hbm.20699",2010,0,2009,1,11
"10.1002/hbm.20699",2011,0,2009,2,11
"10.1002/hbm.20699",2012,1,2009,3,11
"10.1002/hbm.20699",2013,2,2009,4,11
"10.1002/hbm.20699",2014,1,2009,5,11
"10.1002/hbm.20699",2015,1,2009,6,11
"10.1002/hbm.20699",2016,1,2009,7,11
"10.1002/hbm.20699",2017,1,2009,8,11
"10.1002/hbm.20699",2018,0,2009,9,11
"10.1002/hbm.20699",2019,1,2009,10,11
"10.1002/hbm.20699",2020,2,2009,11,11
"10.1002/hbm.20707",2009,8,2009,0,167
"10.1002/hbm.20707",2010,12,2009,1,167
"10.1002/hbm.20707",2011,17,2009,2,167
"10.1002/hbm.20707",2012,12,2009,3,167
"10.1002/hbm.20707",2013,18,2009,4,167
"10.1002/hbm.20707",2014,16,2009,5,167
"10.1002/hbm.20707",2015,18,2009,6,167
"10.1002/hbm.20707",2016,16,2009,7,167
"10.1002/hbm.20707",2017,10,2009,8,167
"10.1002/hbm.20707",2018,12,2009,9,167
"10.1002/hbm.20707",2019,13,2009,10,167
"10.1002/hbm.20707",2020,15,2009,11,167
"10.1002/hbm.20711",2009,3,2009,0,97
"10.1002/hbm.20711",2010,6,2009,1,97
"10.1002/hbm.20711",2011,8,2009,2,97
"10.1002/hbm.20711",2012,7,2009,3,97
"10.1002/hbm.20711",2013,13,2009,4,97
"10.1002/hbm.20711",2014,16,2009,5,97
"10.1002/hbm.20711",2015,8,2009,6,97
"10.1002/hbm.20711",2016,5,2009,7,97
"10.1002/hbm.20711",2017,13,2009,8,97
"10.1002/hbm.20711",2018,4,2009,9,97
"10.1002/hbm.20711",2019,8,2009,10,97
"10.1002/hbm.20711",2020,6,2009,11,97
"10.1002/hbm.20716",2009,0,2009,0,28
"10.1002/hbm.20716",2010,3,2009,1,28
"10.1002/hbm.20716",2011,2,2009,2,28
"10.1002/hbm.20716",2012,4,2009,3,28
"10.1002/hbm.20716",2013,1,2009,4,28
"10.1002/hbm.20716",2014,5,2009,5,28
"10.1002/hbm.20716",2015,3,2009,6,28
"10.1002/hbm.20716",2016,1,2009,7,28
"10.1002/hbm.20716",2017,3,2009,8,28
"10.1002/hbm.20716",2018,1,2009,9,28
"10.1002/hbm.20716",2019,3,2009,10,28
"10.1002/hbm.20716",2020,2,2009,11,28
"10.1002/hbm.20800",2009,0,2009,0,109
"10.1002/hbm.20800",2010,3,2009,1,109
"10.1002/hbm.20800",2011,8,2009,2,109
"10.1002/hbm.20800",2012,11,2009,3,109
"10.1002/hbm.20800",2013,7,2009,4,109
"10.1002/hbm.20800",2014,12,2009,5,109
"10.1002/hbm.20800",2015,15,2009,6,109
"10.1002/hbm.20800",2016,13,2009,7,109
"10.1002/hbm.20800",2017,7,2009,8,109
"10.1002/hbm.20800",2018,12,2009,9,109
"10.1002/hbm.20800",2019,11,2009,10,109
"10.1002/hbm.20800",2020,10,2009,11,109
"10.1002/hbm.20852",2010,0,2010,0,37
"10.1002/hbm.20852",2011,4,2010,1,37
"10.1002/hbm.20852",2012,3,2010,2,37
"10.1002/hbm.20852",2013,8,2010,3,37
"10.1002/hbm.20852",2014,5,2010,4,37
"10.1002/hbm.20852",2015,2,2010,5,37
"10.1002/hbm.20852",2016,2,2010,6,37
"10.1002/hbm.20852",2017,2,2010,7,37
"10.1002/hbm.20852",2018,6,2010,8,37
"10.1002/hbm.20852",2019,2,2010,9,37
"10.1002/hbm.20852",2020,3,2010,10,37
"10.1002/hbm.20895",2010,2,2010,0,57
"10.1002/hbm.20895",2011,2,2010,1,57
"10.1002/hbm.20895",2012,1,2010,2,57
"10.1002/hbm.20895",2013,8,2010,3,57
"10.1002/hbm.20895",2014,8,2010,4,57
"10.1002/hbm.20895",2015,4,2010,5,57
"10.1002/hbm.20895",2016,2,2010,6,57
"10.1002/hbm.20895",2017,6,2010,7,57
"10.1002/hbm.20895",2018,9,2010,8,57
"10.1002/hbm.20895",2019,5,2010,9,57
"10.1002/hbm.20895",2020,10,2010,10,57
"10.1002/hbm.20913",2010,1,2010,0,108
"10.1002/hbm.20913",2011,5,2010,1,108
"10.1002/hbm.20913",2012,4,2010,2,108
"10.1002/hbm.20913",2013,8,2010,3,108
"10.1002/hbm.20913",2014,8,2010,4,108
"10.1002/hbm.20913",2015,5,2010,5,108
"10.1002/hbm.20913",2016,7,2010,6,108
"10.1002/hbm.20913",2017,1,2010,7,108
"10.1002/hbm.20913",2018,5,2010,8,108
"10.1002/hbm.20913",2019,6,2010,9,108
"10.1002/hbm.20913",2020,58,2010,10,108
"10.1002/hbm.20945",2010,0,2010,0,74
"10.1002/hbm.20945",2011,5,2010,1,74
"10.1002/hbm.20945",2012,8,2010,2,74
"10.1002/hbm.20945",2013,11,2010,3,74
"10.1002/hbm.20945",2014,6,2010,4,74
"10.1002/hbm.20945",2015,3,2010,5,74
"10.1002/hbm.20945",2016,7,2010,6,74
"10.1002/hbm.20945",2017,7,2010,7,74
"10.1002/hbm.20945",2018,7,2010,8,74
"10.1002/hbm.20945",2019,10,2010,9,74
"10.1002/hbm.20945",2020,10,2010,10,74
"10.1002/hbm.20972",2010,0,2010,0,52
"10.1002/hbm.20972",2011,2,2010,1,52
"10.1002/hbm.20972",2012,2,2010,2,52
"10.1002/hbm.20972",2013,4,2010,3,52
"10.1002/hbm.20972",2014,6,2010,4,52
"10.1002/hbm.20972",2015,7,2010,5,52
"10.1002/hbm.20972",2016,7,2010,6,52
"10.1002/hbm.20972",2017,8,2010,7,52
"10.1002/hbm.20972",2018,7,2010,8,52
"10.1002/hbm.20972",2019,4,2010,9,52
"10.1002/hbm.20972",2020,5,2010,10,52
"10.1002/hbm.20976",2010,0,2010,0,10
"10.1002/hbm.20976",2011,0,2010,1,10
"10.1002/hbm.20976",2012,0,2010,2,10
"10.1002/hbm.20976",2013,1,2010,3,10
"10.1002/hbm.20976",2014,2,2010,4,10
"10.1002/hbm.20976",2015,0,2010,5,10
"10.1002/hbm.20976",2016,1,2010,6,10
"10.1002/hbm.20976",2017,3,2010,7,10
"10.1002/hbm.20976",2018,1,2010,8,10
"10.1002/hbm.20976",2019,1,2010,9,10
"10.1002/hbm.20976",2020,1,2010,10,10
"10.1002/hbm.20996",2011,4,2011,0,85
"10.1002/hbm.20996",2012,10,2011,1,85
"10.1002/hbm.20996",2013,12,2011,2,85
"10.1002/hbm.20996",2014,4,2011,3,85
"10.1002/hbm.20996",2015,9,2011,4,85
"10.1002/hbm.20996",2016,11,2011,5,85
"10.1002/hbm.20996",2017,12,2011,6,85
"10.1002/hbm.20996",2018,6,2011,7,85
"10.1002/hbm.20996",2019,6,2011,8,85
"10.1002/hbm.20996",2020,11,2011,9,85
"10.1002/hbm.20999",2011,1,2011,0,96
"10.1002/hbm.20999",2012,4,2011,1,96
"10.1002/hbm.20999",2013,5,2011,2,96
"10.1002/hbm.20999",2014,11,2011,3,96
"10.1002/hbm.20999",2015,13,2011,4,96
"10.1002/hbm.20999",2016,8,2011,5,96
"10.1002/hbm.20999",2017,13,2011,6,96
"10.1002/hbm.20999",2018,17,2011,7,96
"10.1002/hbm.20999",2019,15,2011,8,96
"10.1002/hbm.20999",2020,9,2011,9,96
"10.1002/hbm.21020",2011,5,2011,0,49
"10.1002/hbm.21020",2012,8,2011,1,49
"10.1002/hbm.21020",2013,11,2011,2,49
"10.1002/hbm.21020",2014,3,2011,3,49
"10.1002/hbm.21020",2015,4,2011,4,49
"10.1002/hbm.21020",2016,3,2011,5,49
"10.1002/hbm.21020",2017,1,2011,6,49
"10.1002/hbm.21020",2018,3,2011,7,49
"10.1002/hbm.21020",2019,6,2011,8,49
"10.1002/hbm.21020",2020,5,2011,9,49
"10.1002/hbm.21072",2011,3,2011,0,49
"10.1002/hbm.21072",2012,9,2011,1,49
"10.1002/hbm.21072",2013,3,2011,2,49
"10.1002/hbm.21072",2014,6,2011,3,49
"10.1002/hbm.21072",2015,6,2011,4,49
"10.1002/hbm.21072",2016,3,2011,5,49
"10.1002/hbm.21072",2017,5,2011,6,49
"10.1002/hbm.21072",2018,4,2011,7,49
"10.1002/hbm.21072",2019,2,2011,8,49
"10.1002/hbm.21072",2020,8,2011,9,49
"10.1002/hbm.21146",2011,0,2011,0,15
"10.1002/hbm.21146",2012,1,2011,1,15
"10.1002/hbm.21146",2013,1,2011,2,15
"10.1002/hbm.21146",2014,1,2011,3,15
"10.1002/hbm.21146",2015,4,2011,4,15
"10.1002/hbm.21146",2016,1,2011,5,15
"10.1002/hbm.21146",2017,2,2011,6,15
"10.1002/hbm.21146",2018,0,2011,7,15
"10.1002/hbm.21146",2019,4,2011,8,15
"10.1002/hbm.21146",2020,1,2011,9,15
"10.1002/hbm.21164",2011,5,2011,0,78
"10.1002/hbm.21164",2012,10,2011,1,78
"10.1002/hbm.21164",2013,16,2011,2,78
"10.1002/hbm.21164",2014,7,2011,3,78
"10.1002/hbm.21164",2015,7,2011,4,78
"10.1002/hbm.21164",2016,6,2011,5,78
"10.1002/hbm.21164",2017,8,2011,6,78
"10.1002/hbm.21164",2018,5,2011,7,78
"10.1002/hbm.21164",2019,4,2011,8,78
"10.1002/hbm.21164",2020,10,2011,9,78
"10.1002/hbm.21176",2011,1,2011,0,15
"10.1002/hbm.21176",2012,2,2011,1,15
"10.1002/hbm.21176",2013,4,2011,2,15
"10.1002/hbm.21176",2014,1,2011,3,15
"10.1002/hbm.21176",2015,2,2011,4,15
"10.1002/hbm.21176",2016,1,2011,5,15
"10.1002/hbm.21176",2017,0,2011,6,15
"10.1002/hbm.21176",2018,2,2011,7,15
"10.1002/hbm.21176",2019,1,2011,8,15
"10.1002/hbm.21176",2020,1,2011,9,15
"10.1002/hbm.21202",2012,0,2012,0,12
"10.1002/hbm.21202",2013,1,2012,1,12
"10.1002/hbm.21202",2014,3,2012,2,12
"10.1002/hbm.21202",2015,4,2012,3,12
"10.1002/hbm.21202",2016,2,2012,4,12
"10.1002/hbm.21202",2017,2,2012,5,12
"10.1002/hbm.21202",2018,0,2012,6,12
"10.1002/hbm.21202",2019,0,2012,7,12
"10.1002/hbm.21202",2020,0,2012,8,12
"10.1002/hbm.21213",2012,4,2012,0,55
"10.1002/hbm.21213",2013,11,2012,1,55
"10.1002/hbm.21213",2014,10,2012,2,55
"10.1002/hbm.21213",2015,1,2012,3,55
"10.1002/hbm.21213",2016,5,2012,4,55
"10.1002/hbm.21213",2017,5,2012,5,55
"10.1002/hbm.21213",2018,6,2012,6,55
"10.1002/hbm.21213",2019,8,2012,7,55
"10.1002/hbm.21213",2020,5,2012,8,55
"10.1002/hbm.21222",2012,12,2012,0,158
"10.1002/hbm.21222",2013,13,2012,1,158
"10.1002/hbm.21222",2014,18,2012,2,158
"10.1002/hbm.21222",2015,20,2012,3,158
"10.1002/hbm.21222",2016,16,2012,4,158
"10.1002/hbm.21222",2017,21,2012,5,158
"10.1002/hbm.21222",2018,23,2012,6,158
"10.1002/hbm.21222",2019,15,2012,7,158
"10.1002/hbm.21222",2020,20,2012,8,158
"10.1002/hbm.21258",2012,0,2012,0,30
"10.1002/hbm.21258",2013,5,2012,1,30
"10.1002/hbm.21258",2014,6,2012,2,30
"10.1002/hbm.21258",2015,8,2012,3,30
"10.1002/hbm.21258",2016,3,2012,4,30
"10.1002/hbm.21258",2017,2,2012,5,30
"10.1002/hbm.21258",2018,2,2012,6,30
"10.1002/hbm.21258",2019,2,2012,7,30
"10.1002/hbm.21258",2020,2,2012,8,30
"10.1002/hbm.21278",2012,2,2012,0,22
"10.1002/hbm.21278",2013,2,2012,1,22
"10.1002/hbm.21278",2014,3,2012,2,22
"10.1002/hbm.21278",2015,4,2012,3,22
"10.1002/hbm.21278",2016,1,2012,4,22
"10.1002/hbm.21278",2017,1,2012,5,22
"10.1002/hbm.21278",2018,4,2012,6,22
"10.1002/hbm.21278",2019,1,2012,7,22
"10.1002/hbm.21278",2020,4,2012,8,22
"10.1002/hbm.21290",2012,0,2012,0,27
"10.1002/hbm.21290",2013,5,2012,1,27
"10.1002/hbm.21290",2014,7,2012,2,27
"10.1002/hbm.21290",2015,3,2012,3,27
"10.1002/hbm.21290",2016,3,2012,4,27
"10.1002/hbm.21290",2017,2,2012,5,27
"10.1002/hbm.21290",2018,4,2012,6,27
"10.1002/hbm.21290",2019,2,2012,7,27
"10.1002/hbm.21290",2020,1,2012,8,27
"10.1002/hbm.21298",2012,1,2012,0,83
"10.1002/hbm.21298",2013,6,2012,1,83
"10.1002/hbm.21298",2014,12,2012,2,83
"10.1002/hbm.21298",2015,13,2012,3,83
"10.1002/hbm.21298",2016,10,2012,4,83
"10.1002/hbm.21298",2017,9,2012,5,83
"10.1002/hbm.21298",2018,8,2012,6,83
"10.1002/hbm.21298",2019,8,2012,7,83
"10.1002/hbm.21298",2020,16,2012,8,83
"10.1002/hbm.21317",2012,2,2012,0,23
"10.1002/hbm.21317",2013,1,2012,1,23
"10.1002/hbm.21317",2014,1,2012,2,23
"10.1002/hbm.21317",2015,5,2012,3,23
"10.1002/hbm.21317",2016,1,2012,4,23
"10.1002/hbm.21317",2017,4,2012,5,23
"10.1002/hbm.21317",2018,1,2012,6,23
"10.1002/hbm.21317",2019,5,2012,7,23
"10.1002/hbm.21317",2020,3,2012,8,23
"10.1002/hbm.21330",2012,3,2012,0,35
"10.1002/hbm.21330",2013,7,2012,1,35
"10.1002/hbm.21330",2014,2,2012,2,35
"10.1002/hbm.21330",2015,5,2012,3,35
"10.1002/hbm.21330",2016,7,2012,4,35
"10.1002/hbm.21330",2017,2,2012,5,35
"10.1002/hbm.21330",2018,2,2012,6,35
"10.1002/hbm.21330",2019,3,2012,7,35
"10.1002/hbm.21330",2020,4,2012,8,35
"10.1002/hbm.21356",2012,1,2012,0,26
"10.1002/hbm.21356",2013,2,2012,1,26
"10.1002/hbm.21356",2014,2,2012,2,26
"10.1002/hbm.21356",2015,1,2012,3,26
"10.1002/hbm.21356",2016,2,2012,4,26
"10.1002/hbm.21356",2017,6,2012,5,26
"10.1002/hbm.21356",2018,3,2012,6,26
"10.1002/hbm.21356",2019,4,2012,7,26
"10.1002/hbm.21356",2020,5,2012,8,26
"10.1002/hbm.21366",2012,2,2012,0,29
"10.1002/hbm.21366",2013,2,2012,1,29
"10.1002/hbm.21366",2014,4,2012,2,29
"10.1002/hbm.21366",2015,7,2012,3,29
"10.1002/hbm.21366",2016,5,2012,4,29
"10.1002/hbm.21366",2017,3,2012,5,29
"10.1002/hbm.21366",2018,2,2012,6,29
"10.1002/hbm.21366",2019,3,2012,7,29
"10.1002/hbm.21366",2020,1,2012,8,29
"10.1002/hbm.21376",2012,1,2012,0,19
"10.1002/hbm.21376",2013,2,2012,1,19
"10.1002/hbm.21376",2014,1,2012,2,19
"10.1002/hbm.21376",2015,2,2012,3,19
"10.1002/hbm.21376",2016,2,2012,4,19
"10.1002/hbm.21376",2017,0,2012,5,19
"10.1002/hbm.21376",2018,1,2012,6,19
"10.1002/hbm.21376",2019,5,2012,7,19
"10.1002/hbm.21376",2020,5,2012,8,19
"10.1002/hbm.21396",2012,0,2012,0,41
"10.1002/hbm.21396",2013,9,2012,1,41
"10.1002/hbm.21396",2014,13,2012,2,41
"10.1002/hbm.21396",2015,4,2012,3,41
"10.1002/hbm.21396",2016,4,2012,4,41
"10.1002/hbm.21396",2017,3,2012,5,41
"10.1002/hbm.21396",2018,3,2012,6,41
"10.1002/hbm.21396",2019,2,2012,7,41
"10.1002/hbm.21396",2020,3,2012,8,41
"10.1002/hbm.21450",2013,9,2013,0,34
"10.1002/hbm.21450",2014,2,2013,1,34
"10.1002/hbm.21450",2015,3,2013,2,34
"10.1002/hbm.21450",2016,6,2013,3,34
"10.1002/hbm.21450",2017,4,2013,4,34
"10.1002/hbm.21450",2018,8,2013,5,34
"10.1002/hbm.21450",2019,1,2013,6,34
"10.1002/hbm.21450",2020,1,2013,7,34
"10.1002/hbm.21485",2013,5,2013,0,30
"10.1002/hbm.21485",2014,3,2013,1,30
"10.1002/hbm.21485",2015,3,2013,2,30
"10.1002/hbm.21485",2016,2,2013,3,30
"10.1002/hbm.21485",2017,3,2013,4,30
"10.1002/hbm.21485",2018,1,2013,5,30
"10.1002/hbm.21485",2019,4,2013,6,30
"10.1002/hbm.21485",2020,9,2013,7,30
"10.1002/hbm.22014",2013,0,2013,0,49
"10.1002/hbm.22014",2014,6,2013,1,49
"10.1002/hbm.22014",2015,4,2013,2,49
"10.1002/hbm.22014",2016,6,2013,3,49
"10.1002/hbm.22014",2017,6,2013,4,49
"10.1002/hbm.22014",2018,7,2013,5,49
"10.1002/hbm.22014",2019,10,2013,6,49
"10.1002/hbm.22014",2020,10,2013,7,49
"10.1002/hbm.22029",2013,2,2013,0,46
"10.1002/hbm.22029",2014,8,2013,1,46
"10.1002/hbm.22029",2015,6,2013,2,46
"10.1002/hbm.22029",2016,3,2013,3,46
"10.1002/hbm.22029",2017,6,2013,4,46
"10.1002/hbm.22029",2018,9,2013,5,46
"10.1002/hbm.22029",2019,6,2013,6,46
"10.1002/hbm.22029",2020,6,2013,7,46
"10.1002/hbm.22044",2013,1,2013,0,33
"10.1002/hbm.22044",2014,3,2013,1,33
"10.1002/hbm.22044",2015,3,2013,2,33
"10.1002/hbm.22044",2016,7,2013,3,33
"10.1002/hbm.22044",2017,4,2013,4,33
"10.1002/hbm.22044",2018,5,2013,5,33
"10.1002/hbm.22044",2019,3,2013,6,33
"10.1002/hbm.22044",2020,7,2013,7,33
"10.1002/hbm.22133",2013,10,2013,0,125
"10.1002/hbm.22133",2014,15,2013,1,125
"10.1002/hbm.22133",2015,25,2013,2,125
"10.1002/hbm.22133",2016,11,2013,3,125
"10.1002/hbm.22133",2017,14,2013,4,125
"10.1002/hbm.22133",2018,16,2013,5,125
"10.1002/hbm.22133",2019,15,2013,6,125
"10.1002/hbm.22133",2020,19,2013,7,125
"10.1002/hbm.22143",2013,1,2013,0,55
"10.1002/hbm.22143",2014,6,2013,1,55
"10.1002/hbm.22143",2015,7,2013,2,55
"10.1002/hbm.22143",2016,10,2013,3,55
"10.1002/hbm.22143",2017,7,2013,4,55
"10.1002/hbm.22143",2018,6,2013,5,55
"10.1002/hbm.22143",2019,10,2013,6,55
"10.1002/hbm.22143",2020,8,2013,7,55
"10.1002/hbm.22147",2013,2,2013,0,34
"10.1002/hbm.22147",2014,6,2013,1,34
"10.1002/hbm.22147",2015,2,2013,2,34
"10.1002/hbm.22147",2016,4,2013,3,34
"10.1002/hbm.22147",2017,4,2013,4,34
"10.1002/hbm.22147",2018,4,2013,5,34
"10.1002/hbm.22147",2019,7,2013,6,34
"10.1002/hbm.22147",2020,5,2013,7,34
"10.1002/hbm.22175",2014,11,2014,0,98
"10.1002/hbm.22175",2015,16,2014,1,98
"10.1002/hbm.22175",2016,18,2014,2,98
"10.1002/hbm.22175",2017,11,2014,3,98
"10.1002/hbm.22175",2018,10,2014,4,98
"10.1002/hbm.22175",2019,15,2014,5,98
"10.1002/hbm.22175",2020,17,2014,6,98
"10.1002/hbm.22269",2014,1,2014,0,27
"10.1002/hbm.22269",2015,2,2014,1,27
"10.1002/hbm.22269",2016,2,2014,2,27
"10.1002/hbm.22269",2017,1,2014,3,27
"10.1002/hbm.22269",2018,4,2014,4,27
"10.1002/hbm.22269",2019,16,2014,5,27
"10.1002/hbm.22269",2020,1,2014,6,27
"10.1002/hbm.22287",2014,0,2014,0,24
"10.1002/hbm.22287",2015,3,2014,1,24
"10.1002/hbm.22287",2016,7,2014,2,24
"10.1002/hbm.22287",2017,3,2014,3,24
"10.1002/hbm.22287",2018,5,2014,4,24
"10.1002/hbm.22287",2019,1,2014,5,24
"10.1002/hbm.22287",2020,5,2014,6,24
"10.1002/hbm.22421",2014,1,2014,0,28
"10.1002/hbm.22421",2015,2,2014,1,28
"10.1002/hbm.22421",2016,4,2014,2,28
"10.1002/hbm.22421",2017,4,2014,3,28
"10.1002/hbm.22421",2018,5,2014,4,28
"10.1002/hbm.22421",2019,4,2014,5,28
"10.1002/hbm.22421",2020,8,2014,6,28
"10.1002/hbm.22437",2014,1,2014,0,26
"10.1002/hbm.22437",2015,3,2014,1,26
"10.1002/hbm.22437",2016,10,2014,2,26
"10.1002/hbm.22437",2017,3,2014,3,26
"10.1002/hbm.22437",2018,3,2014,4,26
"10.1002/hbm.22437",2019,5,2014,5,26
"10.1002/hbm.22437",2020,1,2014,6,26
"10.1002/hbm.22484",2014,2,2014,0,26
"10.1002/hbm.22484",2015,5,2014,1,26
"10.1002/hbm.22484",2016,2,2014,2,26
"10.1002/hbm.22484",2017,5,2014,3,26
"10.1002/hbm.22484",2018,4,2014,4,26
"10.1002/hbm.22484",2019,4,2014,5,26
"10.1002/hbm.22484",2020,4,2014,6,26
"10.1002/hbm.22523",2014,0,2014,0,17
"10.1002/hbm.22523",2015,2,2014,1,17
"10.1002/hbm.22523",2016,3,2014,2,17
"10.1002/hbm.22523",2017,5,2014,3,17
"10.1002/hbm.22523",2018,1,2014,4,17
"10.1002/hbm.22523",2019,1,2014,5,17
"10.1002/hbm.22523",2020,5,2014,6,17
"10.1002/hbm.22527",2014,2,2014,0,42
"10.1002/hbm.22527",2015,10,2014,1,42
