"target_doi","year","count"
"10.1001/2013.jamapsychiatry.210",2013,4
"10.1001/2013.jamapsychiatry.210",2014,13
"10.1001/2013.jamapsychiatry.210",2015,3
"10.1001/2013.jamapsychiatry.210",2016,15
"10.1001/2013.jamapsychiatry.210",2017,6
"10.1001/2013.jamapsychiatry.210",2018,6
"10.1001/2013.jamapsychiatry.210",2019,4
"10.1001/2013.jamapsychiatry.210",2020,2
"10.1001/2013.jamapsychiatry.210",2021,3
"10.1001/2013.jamapsychiatry.5",2013,14
"10.1001/2013.jamapsychiatry.5",2014,18
"10.1001/2013.jamapsychiatry.5",2015,30
"10.1001/2013.jamapsychiatry.5",2016,14
"10.1001/2013.jamapsychiatry.5",2017,21
"10.1001/2013.jamapsychiatry.5",2018,9
"10.1001/2013.jamapsychiatry.5",2019,11
"10.1001/2013.jamapsychiatry.5",2020,5
"10.1001/2013.jamapsychiatry.5",2021,1
"10.1001/archgenpsychiatry.2011.139",2013,3
"10.1001/archgenpsychiatry.2011.139",2014,3
"10.1001/archgenpsychiatry.2011.139",2015,2
"10.1001/archgenpsychiatry.2011.139",2016,1
"10.1001/archgenpsychiatry.2011.139",2017,3
"10.1001/archgenpsychiatry.2011.139",2018,2
"10.1001/archgenpsychiatry.2011.139",2019,6
"10.1001/archgenpsychiatry.2012.135",2013,21
"10.1001/archgenpsychiatry.2012.135",2014,13
"10.1001/archgenpsychiatry.2012.135",2015,24
"10.1001/archgenpsychiatry.2012.135",2016,17
"10.1001/archgenpsychiatry.2012.135",2017,2
"10.1001/archgenpsychiatry.2012.135",2018,4
"10.1001/archgenpsychiatry.2012.135",2019,13
"10.1001/archgenpsychiatry.2012.135",2020,3
"10.1001/archgenpsychiatry.2012.135",2021,9
"10.1001/archgenpsychiatry.2012.135",,1
"10.1001/archgenpsychiatry.2012.513",2013,2
"10.1001/archgenpsychiatry.2012.513",2014,8
"10.1001/archgenpsychiatry.2012.513",2015,2
"10.1001/archgenpsychiatry.2012.513",2016,4
"10.1001/archgenpsychiatry.2012.513",2017,3
"10.1001/archgenpsychiatry.2012.513",2019,5
"10.1001/archgenpsychiatry.2012.513",2020,6
"10.1001/archgenpsychiatry.2012.513",2021,8
"10.1001/jamapsychiatry.2013.117",2013,2
"10.1001/jamapsychiatry.2013.117",2014,20
"10.1001/jamapsychiatry.2013.117",2015,31
"10.1001/jamapsychiatry.2013.117",2016,11
"10.1001/jamapsychiatry.2013.117",2017,8
"10.1001/jamapsychiatry.2013.117",2018,8
"10.1001/jamapsychiatry.2013.117",2019,7
"10.1001/jamapsychiatry.2013.117",2021,1
"10.1001/jamapsychiatry.2013.234",2014,18
"10.1001/jamapsychiatry.2013.234",2015,16
"10.1001/jamapsychiatry.2013.234",2016,25
"10.1001/jamapsychiatry.2013.234",2017,8
"10.1001/jamapsychiatry.2013.234",2018,9
"10.1001/jamapsychiatry.2013.234",2019,5
"10.1001/jamapsychiatry.2013.234",2020,4
"10.1001/jamapsychiatry.2013.234",2021,7
"10.1001/jamapsychiatry.2013.3911",2015,1
"10.1001/jamapsychiatry.2013.3911",2016,4
"10.1001/jamapsychiatry.2013.3911",2017,1
"10.1001/jamapsychiatry.2013.3911",2018,7
"10.1001/jamapsychiatry.2013.3911",2020,2
"10.1001/jamapsychiatry.2015.0101",2015,2
"10.1001/jamapsychiatry.2015.0101",2016,18
"10.1001/jamapsychiatry.2015.0101",2017,22
"10.1001/jamapsychiatry.2015.0101",2018,31
"10.1001/jamapsychiatry.2015.0101",2019,50
"10.1001/jamapsychiatry.2015.0101",2020,34
"10.1001/jamapsychiatry.2015.0101",2021,42
"10.1001/jamapsychiatry.2015.0101",,2
"10.1001/jamapsychiatry.2016.0219",2016,1
"10.1001/jamapsychiatry.2016.0219",2017,4
"10.1001/jamapsychiatry.2016.0219",2018,5
"10.1001/jamapsychiatry.2016.0219",2021,3
"10.1001/jamapsychiatry.2017.1682",2019,11
"10.1001/jamapsychiatry.2017.1682",2020,7
"10.1001/jamapsychiatry.2017.1682",2021,3
"10.1002/ab.21787",2019,1
"10.1002/ab.21787",2020,1
"10.1002/acn3.503",2018,1
"10.1002/acn3.503",2019,3
"10.1002/acn3.503",2020,7
"10.1002/acn3.503",2021,2
"10.1002/acn3.503",,1
"10.1002/ajmg.b.30964",2010,3
"10.1002/ajmg.b.30964",2011,34
"10.1002/ajmg.b.30964",2012,23
"10.1002/ajmg.b.30964",2013,5
"10.1002/ajmg.b.30964",2014,4
"10.1002/ajmg.b.30964",2015,15
"10.1002/ajmg.b.30964",2016,7
"10.1002/ajmg.b.30964",2017,20
"10.1002/ajmg.b.30964",2018,3
"10.1002/ajmg.b.30964",2019,2
"10.1002/ajmg.b.30964",2020,4
"10.1002/ajmg.b.30964",2021,1
"10.1002/ajmg.b.32294",2016,6
"10.1002/ajmg.b.32294",2017,6
"10.1002/ajmg.b.32294",2018,1
"10.1002/ajp.20931",2013,1
"10.1002/ajp.22740",2018,2
"10.1002/ajp.22740",2019,3
"10.1002/ajp.22740",2020,6
"10.1002/ajp.22915",2019,3
"10.1002/ajp.22915",2020,1
"10.1002/ajp.22915",2021,1
"10.1002/ana.23874",2013,7
"10.1002/ana.23874",2014,4
"10.1002/ana.23874",2015,4
"10.1002/ana.23874",2016,2
"10.1002/ana.23874",2017,2
"10.1002/ana.23874",2018,5
"10.1002/ana.24391",2015,11
"10.1002/ana.24391",2016,6
"10.1002/ana.24391",2017,19
"10.1002/ana.24391",2018,4
"10.1002/ana.24391",2019,7
"10.1002/ana.24391",2020,7
"10.1002/ana.24391",2021,3
"10.1002/ana.24437",2016,19
"10.1002/ana.24437",2017,7
"10.1002/ana.24437",2018,3
"10.1002/ana.24437",2019,3
"10.1002/ana.24437",2020,3
"10.1002/ar.20829",2008,2
"10.1002/ar.20829",2009,7
"10.1002/ar.20829",2010,16
"10.1002/ar.20829",2011,15
"10.1002/ar.20829",2012,7
"10.1002/ar.20829",2013,5
"10.1002/ar.20829",2014,13
"10.1002/ar.20829",2015,2
"10.1002/ar.20829",2016,5
"10.1002/ar.20829",2017,2
"10.1002/ar.20829",2018,7
"10.1002/ar.20829",2019,5
"10.1002/ar.20829",2020,3
"10.1002/ar.20829",2021,4
"10.1002/aur.122",2010,1
"10.1002/aur.122",2011,24
"10.1002/aur.122",2012,50
"10.1002/aur.122",2013,31
"10.1002/aur.122",2014,28
"10.1002/aur.122",2015,30
"10.1002/aur.122",2016,33
"10.1002/aur.122",2017,34
"10.1002/aur.122",2018,43
"10.1002/aur.122",2019,25
"10.1002/aur.122",2020,27
"10.1002/aur.122",2021,14
"10.1002/aur.122",,6
"10.1002/aur.1224",2013,11
"10.1002/aur.1224",2014,4
"10.1002/aur.1224",2015,5
"10.1002/aur.1224",2016,6
"10.1002/aur.1224",2017,10
"10.1002/aur.1224",2018,9
"10.1002/aur.1224",2019,8
"10.1002/aur.1224",2020,10
"10.1002/aur.1224",2021,10
"10.1002/aur.1310",2014,4
"10.1002/aur.1310",2015,1
"10.1002/aur.1310",2016,9
"10.1002/aur.1310",2017,2
"10.1002/aur.1310",2018,3
"10.1002/aur.1310",2019,4
"10.1002/aur.1310",2020,6
"10.1002/aur.1310",2021,4
"10.1002/aur.1310",,1
"10.1002/aur.137",2010,1
"10.1002/aur.137",2011,3
"10.1002/aur.137",2012,6
"10.1002/aur.137",2013,6
"10.1002/aur.137",2014,4
"10.1002/aur.137",2016,7
"10.1002/aur.137",2017,4
"10.1002/aur.137",2018,5
"10.1002/aur.137",2019,4
"10.1002/aur.137",2020,2
"10.1002/aur.137",2021,1
"10.1002/aur.1445",2015,3
"10.1002/aur.1445",2016,1
"10.1002/aur.1445",2017,1
"10.1002/aur.1445",2018,6
"10.1002/aur.1445",2019,3
"10.1002/aur.1445",2020,15
"10.1002/aur.1445",2021,2
"10.1002/aur.1457",2016,4
"10.1002/aur.1457",2017,2
"10.1002/aur.1457",2018,2
"10.1002/aur.1457",2019,5
"10.1002/aur.1457",2020,1
"10.1002/aur.1457",2021,4
"10.1002/aur.1496",2016,1
"10.1002/aur.1496",2017,10
"10.1002/aur.1496",2018,5
"10.1002/aur.1496",2019,3
"10.1002/aur.1496",2020,8
"10.1002/aur.1496",2021,3
"10.1002/aur.153",2011,8
"10.1002/aur.153",2012,11
"10.1002/aur.153",2013,29
"10.1002/aur.153",2014,9
"10.1002/aur.153",2015,11
"10.1002/aur.153",2016,2
"10.1002/aur.153",2017,15
"10.1002/aur.153",2018,10
"10.1002/aur.153",2019,11
"10.1002/aur.153",2020,4
"10.1002/aur.153",2021,3
"10.1002/aur.153",,4
"10.1002/aur.1589",2016,3
"10.1002/aur.1589",2017,3
"10.1002/aur.1589",2018,5
"10.1002/aur.1589",2019,11
"10.1002/aur.1589",2020,7
"10.1002/aur.1589",2021,1
"10.1002/aur.1834",2018,2
"10.1002/aur.1834",2019,5
"10.1002/aur.1834",2020,42
"10.1002/aur.1834",2021,3
"10.1002/aur.2020",2018,1
"10.1002/aur.2020",2019,7
"10.1002/aur.2020",2020,9
"10.1002/aur.2020",2021,7
"10.1002/aur.2029",2019,3
"10.1002/aur.2029",2020,8
"10.1002/aur.2029",2021,2
"10.1002/bdm.731",2012,3
"10.1002/bdm.731",2013,37
"10.1002/bdm.731",2014,10
"10.1002/bdm.731",2015,42
"10.1002/bdm.731",2016,12
"10.1002/bdm.731",2017,12
"10.1002/bdm.731",2018,11
"10.1002/bdm.731",2019,8
"10.1002/bdm.731",2020,11
"10.1002/bdm.731",2021,6
"10.1002/brb3.1007",2018,1
"10.1002/brb3.1007",2019,1
"10.1002/brb3.1007",2020,1
"10.1002/brb3.1007",2021,3
"10.1002/brb3.1030",2018,2
"10.1002/brb3.1030",2020,4
"10.1002/brb3.1030",2021,2
"10.1002/brb3.1063",2018,1
"10.1002/brb3.1116",2019,1
"10.1002/brb3.1116",2020,1
"10.1002/brb3.157",2014,2
"10.1002/brb3.157",2015,9
"10.1002/brb3.157",2016,1
"10.1002/brb3.157",2017,3
"10.1002/brb3.157",2018,2
"10.1002/brb3.157",2019,3
"10.1002/brb3.157",2020,10
"10.1002/brb3.157",2021,2
"10.1002/brb3.242",2015,6
"10.1002/brb3.242",2016,3
"10.1002/brb3.242",2017,19
"10.1002/brb3.242",2018,24
"10.1002/brb3.242",2019,15
"10.1002/brb3.242",2020,20
"10.1002/brb3.242",2021,10
"10.1002/brb3.251",2016,3
"10.1002/brb3.251",2017,3
"10.1002/brb3.251",2018,10
"10.1002/brb3.251",2019,5
"10.1002/brb3.251",2020,16
"10.1002/brb3.251",2021,2
"10.1002/brb3.358",2016,4
"10.1002/brb3.358",2017,6
"10.1002/brb3.358",2018,14
"10.1002/brb3.358",2019,3
"10.1002/brb3.358",2020,11
"10.1002/brb3.358",2021,7
"10.1002/brb3.377",2016,4
"10.1002/brb3.377",2017,2
"10.1002/brb3.377",2018,4
"10.1002/brb3.377",2020,1
"10.1002/brb3.377",2021,1
"10.1002/brb3.464",2019,1
"10.1002/brb3.464",2021,1
"10.1002/brb3.476",2018,5
"10.1002/brb3.476",2019,2
"10.1002/brb3.510",2017,2
"10.1002/brb3.510",2018,2
"10.1002/brb3.550",2018,4
"10.1002/brb3.550",2019,1
"10.1002/brb3.572",2018,4
"10.1002/brb3.572",2019,7
"10.1002/brb3.572",2020,3
"10.1002/brb3.572",2021,5
"10.1002/brb3.602",2017,2
"10.1002/brb3.602",2019,5
"10.1002/brb3.602",2021,1
"10.1002/brb3.660",2019,5
"10.1002/brb3.660",2020,7
"10.1002/brb3.728",2018,1
"10.1002/brb3.728",2019,2
"10.1002/brb3.728",2021,1
"10.1002/brb3.81",2013,5
"10.1002/brb3.81",2014,2
"10.1002/brb3.81",2015,1
"10.1002/brb3.81",2016,2
"10.1002/brb3.81",2017,6
"10.1002/brb3.81",2018,2
"10.1002/brb3.81",2019,1
"10.1002/brb3.81",2020,4
"10.1002/brb3.81",2021,2
"10.1002/brb3.840",2018,1
"10.1002/brb3.840",2021,1
"10.1002/brb3.940",2020,3
"10.1002/brb3.943",2019,3
"10.1002/brb3.943",2020,5
"10.1002/brb3.943",2021,1
"10.1002/cbm.771",2011,3
"10.1002/cbm.771",2013,1
"10.1002/cbm.771",2015,2
"10.1002/cbm.771",2017,2
"10.1002/cbm.771",2018,2
"10.1002/chem.201300763",2015,2
"10.1002/chem.201300763",2018,5
"10.1002/chem.201300763",2019,1
"10.1002/chem.201300763",2020,2
"10.1002/chem.201300763",2021,2
"10.1002/cncr.29737",2016,2
"10.1002/cncr.29737",2017,3
"10.1002/cncr.29737",2018,4
"10.1002/cncr.29737",2021,1
"10.1002/cne.24271",2018,7
"10.1002/cne.24271",2019,5
"10.1002/cne.24271",2020,8
"10.1002/cne.24271",2021,2
"10.1002/da.20718",2011,1
"10.1002/da.20718",2012,5
"10.1002/da.20718",2013,6
"10.1002/da.20718",2014,2
"10.1002/da.20718",2015,5
"10.1002/da.20718",2016,5
"10.1002/da.20718",2017,1
"10.1002/da.20718",2018,5
"10.1002/da.20718",2020,2
"10.1002/da.20718",,1
"10.1002/da.20788",2012,3
"10.1002/da.20788",2013,6
"10.1002/da.20788",2015,2
"10.1002/da.20788",2016,2
"10.1002/da.20788",2018,1
"10.1002/da.20896",2012,7
"10.1002/da.20896",2013,3
"10.1002/da.20896",2014,2
"10.1002/da.20896",2015,4
"10.1002/da.20896",2016,2
"10.1002/da.20896",2017,1
"10.1002/da.20896",2018,1
"10.1002/da.20896",2019,1
"10.1002/da.22091",2014,3
"10.1002/da.22091",2015,7
"10.1002/da.22091",2016,5
"10.1002/da.22091",2017,6
"10.1002/da.22091",2018,1
"10.1002/da.22091",2019,5
"10.1002/da.22156",2014,2
"10.1002/da.22156",2015,7
"10.1002/da.22156",2016,9
"10.1002/da.22156",2017,8
"10.1002/da.22156",2018,4
"10.1002/da.22156",2019,1
"10.1002/da.22156",2020,14
"10.1002/da.22156",2021,5
"10.1002/da.22243",2014,6
"10.1002/da.22243",2015,13
"10.1002/da.22243",2016,24
"10.1002/da.22243",2017,10
"10.1002/da.22243",2018,20
"10.1002/da.22243",2019,4
"10.1002/da.22243",2020,9
"10.1002/da.22243",2021,2
"10.1002/da.22255",2014,4
"10.1002/da.22255",2015,3
"10.1002/da.22255",2016,16
"10.1002/da.22255",2017,13
"10.1002/da.22255",2018,13
"10.1002/da.22255",2019,9
"10.1002/da.22255",2020,4
"10.1002/da.22255",2021,4
"10.1002/da.22265",2015,5
"10.1002/da.22265",2016,10
"10.1002/da.22265",2017,2
"10.1002/da.22265",2019,5
"10.1002/da.22265",2020,5
"10.1002/da.22265",2021,1
"10.1002/da.22271",2014,1
"10.1002/da.22271",2015,4
"10.1002/da.22271",2016,3
"10.1002/da.22271",2017,3
"10.1002/da.22271",2018,2
"10.1002/da.22271",2019,7
"10.1002/da.22271",2020,1
"10.1002/da.22271",2021,2
"10.1002/da.22276",2015,1
"10.1002/da.22276",2016,4
"10.1002/da.22276",2017,11
"10.1002/da.22276",2018,1
"10.1002/da.22276",2019,2
"10.1002/da.22276",2020,4
"10.1002/da.22276",2021,2
"10.1002/da.22289",2016,8
"10.1002/da.22289",2017,7
"10.1002/da.22289",2018,6
"10.1002/da.22289",2019,1
"10.1002/da.22289",2020,5
"10.1002/da.22289",2021,2
"10.1002/da.22289",,2
"10.1002/da.22382",2016,6
"10.1002/da.22382",2017,17
"10.1002/da.22382",2018,4
"10.1002/da.22382",2019,9
"10.1002/da.22382",2020,2
"10.1002/da.22508",2017,5
"10.1002/da.22508",2018,7
"10.1002/da.22508",2019,6
"10.1002/da.22508",2020,2
"10.1002/da.22508",2021,4
"10.1002/da.22622",2017,1
"10.1002/da.22622",2018,9
"10.1002/da.22622",2019,5
"10.1002/da.22622",2020,3
"10.1002/da.22622",2021,3
"10.1002/da.22631",2017,1
"10.1002/da.22631",2018,6
"10.1002/da.22631",2019,13
"10.1002/da.22631",2020,1
"10.1002/da.22633",2018,6
"10.1002/da.22633",2019,1
"10.1002/da.22633",2020,2
"10.1002/da.22633",2021,1
"10.1002/da.22816",2019,1
"10.1002/da.22816",2020,6
"10.1002/da.22816",2021,12
"10.1002/da.22845",2020,1
"10.1002/dev.21310",2016,12
"10.1002/dev.21310",2017,16
"10.1002/dev.21310",2018,3
"10.1002/dev.21310",2019,11
"10.1002/dev.21310",2020,6
"10.1002/dev.21310",2021,4
"10.1002/dev.21599",2019,5
"10.1002/dev.21599",2020,3
"10.1002/dev.21599",2021,5
"10.1002/eat.22150",2013,1
"10.1002/eat.22150",2015,2
"10.1002/eat.22150",2016,4
"10.1002/eat.22150",2018,1
"10.1002/eat.22150",2019,1
"10.1002/eat.22150",2020,2
"10.1002/ejp.928",2017,1
"10.1002/ejp.928",2019,1
"10.1002/gps.4363",2017,11
"10.1002/gps.4363",2018,2
"10.1002/gps.4363",2019,7
"10.1002/gps.4363",2020,11
"10.1002/hast.294",2014,1
"10.1002/hast.294",2015,1
"10.1002/hast.294",2016,1
"10.1002/hast.294",2018,2
"10.1002/hast.294",2019,2
"10.1002/hast.294",2020,1
"10.1002/hast.294",2021,1
"10.1002/hast.295",2014,1
"10.1002/hast.295",2015,4
"10.1002/hast.295",2016,2
"10.1002/hast.295",2017,3
"10.1002/hast.295",2018,3
"10.1002/hast.295",2019,1
"10.1002/hast.295",2020,6
"10.1002/hbm.20506",2010,2
"10.1002/hbm.20506",2011,2
"10.1002/hbm.20506",2013,4
"10.1002/hbm.20506",2016,1
"10.1002/hbm.20506",2018,1
"10.1002/hbm.20506",2019,9
"10.1002/hbm.20506",2021,1
"10.1002/hbm.20510",2008,1
"10.1002/hbm.20510",2009,7
"10.1002/hbm.20510",2010,3
"10.1002/hbm.20510",2011,8
"10.1002/hbm.20510",2012,6
"10.1002/hbm.20510",2013,9
"10.1002/hbm.20510",2014,8
"10.1002/hbm.20510",2015,9
"10.1002/hbm.20510",2016,7
"10.1002/hbm.20510",2017,6
"10.1002/hbm.20510",2018,4
"10.1002/hbm.20510",2019,5
"10.1002/hbm.20510",2020,5
"10.1002/hbm.20514",2010,1
"10.1002/hbm.20514",2011,1
"10.1002/hbm.20514",2012,3
"10.1002/hbm.20514",2013,1
"10.1002/hbm.20514",2014,1
"10.1002/hbm.20514",2016,2
"10.1002/hbm.20514",2021,1
"10.1002/hbm.20531",2008,9
"10.1002/hbm.20531",2009,28
"10.1002/hbm.20531",2010,31
"10.1002/hbm.20531",2011,70
"10.1002/hbm.20531",2012,51
"10.1002/hbm.20531",2013,52
"10.1002/hbm.20531",2014,64
"10.1002/hbm.20531",2015,59
"10.1002/hbm.20531",2016,74
"10.1002/hbm.20531",2017,69
"10.1002/hbm.20531",2018,73
"10.1002/hbm.20531",2019,56
"10.1002/hbm.20531",2020,53
"10.1002/hbm.20531",2021,33
"10.1002/hbm.20531",,4
"10.1002/hbm.20565",2009,4
"10.1002/hbm.20565",2010,15
"10.1002/hbm.20565",2011,1
"10.1002/hbm.20565",2012,21
"10.1002/hbm.20565",2013,10
"10.1002/hbm.20565",2014,6
"10.1002/hbm.20565",2015,17
"10.1002/hbm.20565",2016,26
"10.1002/hbm.20565",2017,9
"10.1002/hbm.20565",2018,6
"10.1002/hbm.20565",2019,2
"10.1002/hbm.20565",2020,6
"10.1002/hbm.20565",2021,4
"10.1002/hbm.20565",,1
"10.1002/hbm.20591",2007,1
"10.1002/hbm.20591",2009,5
"10.1002/hbm.20591",2010,24
"10.1002/hbm.20591",2011,7
"10.1002/hbm.20591",2012,12
"10.1002/hbm.20591",2013,4
"10.1002/hbm.20591",2014,5
"10.1002/hbm.20591",2015,2
"10.1002/hbm.20591",2017,7
"10.1002/hbm.20591",2018,2
"10.1002/hbm.20591",2020,1
"10.1002/hbm.20591",2021,1
"10.1002/hbm.20604",2012,1
"10.1002/hbm.20604",2017,1
"10.1002/hbm.20604",2021,1
"10.1002/hbm.20611",2011,1
"10.1002/hbm.20611",2012,1
"10.1002/hbm.20611",2013,1
"10.1002/hbm.20653",2008,1
"10.1002/hbm.20653",2009,1
"10.1002/hbm.20653",2010,4
"10.1002/hbm.20653",2011,3
"10.1002/hbm.20653",2012,3
"10.1002/hbm.20653",2013,4
"10.1002/hbm.20653",2014,1
"10.1002/hbm.20653",2016,5
"10.1002/hbm.20653",2018,1
"10.1002/hbm.20653",2019,2
"10.1002/hbm.20653",2020,6
"10.1002/hbm.20653",2021,1
"10.1002/hbm.20658",2009,2
"10.1002/hbm.20658",2010,14
"10.1002/hbm.20658",2011,14
"10.1002/hbm.20658",2012,30
"10.1002/hbm.20658",2013,24
"10.1002/hbm.20658",2014,29
"10.1002/hbm.20658",2015,21
"10.1002/hbm.20658",2016,22
"10.1002/hbm.20658",2017,26
"10.1002/hbm.20658",2018,34
"10.1002/hbm.20658",2019,29
"10.1002/hbm.20658",2020,37
"10.1002/hbm.20658",2021,16
"10.1002/hbm.20674",2009,1
"10.1002/hbm.20674",2010,8
"10.1002/hbm.20674",2011,3
"10.1002/hbm.20674",2012,2
"10.1002/hbm.20674",2014,1
"10.1002/hbm.20674",2015,1
"10.1002/hbm.20674",2016,3
"10.1002/hbm.20674",2018,1
"10.1002/hbm.20674",2019,1
"10.1002/hbm.20674",2021,2
"10.1002/hbm.20696",2010,2
"10.1002/hbm.20696",2014,3
"10.1002/hbm.20696",2016,1
"10.1002/hbm.20699",2012,1
"10.1002/hbm.20699",2013,3
"10.1002/hbm.20699",2016,1
"10.1002/hbm.20699",2020,7
"10.1002/hbm.20707",2009,1
"10.1002/hbm.20707",2010,9
"10.1002/hbm.20707",2011,13
"10.1002/hbm.20707",2012,7
"10.1002/hbm.20707",2013,21
"10.1002/hbm.20707",2014,16
"10.1002/hbm.20707",2015,23
"10.1002/hbm.20707",2016,9
"10.1002/hbm.20707",2017,7
"10.1002/hbm.20707",2018,9
"10.1002/hbm.20707",2019,11
"10.1002/hbm.20707",2020,13
"10.1002/hbm.20707",2021,6
"10.1002/hbm.20707",,1
"10.1002/hbm.20711",2009,2
"10.1002/hbm.20711",2010,5
"10.1002/hbm.20711",2011,6
"10.1002/hbm.20711",2012,6
"10.1002/hbm.20711",2013,15
"10.1002/hbm.20711",2014,31
"10.1002/hbm.20711",2015,5
"10.1002/hbm.20711",2016,6
"10.1002/hbm.20711",2017,5
"10.1002/hbm.20711",2018,1
"10.1002/hbm.20711",2019,6
"10.1002/hbm.20711",2020,7
"10.1002/hbm.20716",2010,1
"10.1002/hbm.20716",2011,2
"10.1002/hbm.20716",2012,6
"10.1002/hbm.20716",2014,2
"10.1002/hbm.20716",2015,1
"10.1002/hbm.20716",2017,2
"10.1002/hbm.20716",2018,1
"10.1002/hbm.20716",2020,2
"10.1002/hbm.20716",2021,2
"10.1002/hbm.20755",2010,3
"10.1002/hbm.20755",2011,15
"10.1002/hbm.20755",2012,5
"10.1002/hbm.20755",2013,10
"10.1002/hbm.20755",2014,7
"10.1002/hbm.20755",2015,6
"10.1002/hbm.20755",2016,11
"10.1002/hbm.20755",2017,7
"10.1002/hbm.20755",2018,9
"10.1002/hbm.20755",2019,1
"10.1002/hbm.20755",2020,4
"10.1002/hbm.20755",2021,10
"10.1002/hbm.20778",2011,6
"10.1002/hbm.20778",2012,6
"10.1002/hbm.20778",2013,7
"10.1002/hbm.20778",2014,8
"10.1002/hbm.20778",2015,4
"10.1002/hbm.20778",2016,5
"10.1002/hbm.20778",2017,16
"10.1002/hbm.20778",2018,1
"10.1002/hbm.20778",2019,2
"10.1002/hbm.20778",2020,4
"10.1002/hbm.20778",2021,2
"10.1002/hbm.20800",2010,3
"10.1002/hbm.20800",2011,13
"10.1002/hbm.20800",2012,11
"10.1002/hbm.20800",2013,14
"10.1002/hbm.20800",2014,11
"10.1002/hbm.20800",2015,17
"10.1002/hbm.20800",2016,27
"10.1002/hbm.20800",2017,8
"10.1002/hbm.20800",2018,15
"10.1002/hbm.20800",2019,13
"10.1002/hbm.20800",2020,18
"10.1002/hbm.20852",2011,5
"10.1002/hbm.20852",2012,6
"10.1002/hbm.20852",2013,11
"10.1002/hbm.20852",2014,8
"10.1002/hbm.20852",2015,3
"10.1002/hbm.20852",2016,2
"10.1002/hbm.20852",2017,2
"10.1002/hbm.20852",2018,11
"10.1002/hbm.20852",2019,2
"10.1002/hbm.20852",2020,7
"10.1002/hbm.20852",2021,4
"10.1002/hbm.20852",,11
"10.1002/hbm.20895",2010,2
"10.1002/hbm.20895",2011,2
"10.1002/hbm.20895",2012,1
"10.1002/hbm.20895",2013,11
"10.1002/hbm.20895",2014,17
"10.1002/hbm.20895",2015,5
"10.1002/hbm.20895",2016,3
"10.1002/hbm.20895",2017,7
"10.1002/hbm.20895",2018,14
"10.1002/hbm.20895",2019,5
"10.1002/hbm.20895",2020,10
"10.1002/hbm.20895",2021,8
"10.1002/hbm.20900",2010,2
"10.1002/hbm.20900",2012,1
"10.1002/hbm.20900",2013,2
"10.1002/hbm.20900",2014,1
"10.1002/hbm.20900",2015,1
"10.1002/hbm.20900",2016,1
"10.1002/hbm.20900",2018,1
"10.1002/hbm.20900",2020,1
"10.1002/hbm.20900",,1
"10.1002/hbm.20913",2009,2
"10.1002/hbm.20913",2010,1
"10.1002/hbm.20913",2011,6
"10.1002/hbm.20913",2012,1
"10.1002/hbm.20913",2013,15
"10.1002/hbm.20913",2014,5
"10.1002/hbm.20913",2015,3
"10.1002/hbm.20913",2016,4
"10.1002/hbm.20913",2017,1
"10.1002/hbm.20913",2018,3
"10.1002/hbm.20913",2019,2
"10.1002/hbm.20913",2020,4
"10.1002/hbm.20920",2010,1
"10.1002/hbm.20920",2011,1
"10.1002/hbm.20920",2012,5
"10.1002/hbm.20920",2013,4
"10.1002/hbm.20920",2014,3
"10.1002/hbm.20920",2015,12
"10.1002/hbm.20920",2016,4
"10.1002/hbm.20920",2017,1
"10.1002/hbm.20920",2018,5
"10.1002/hbm.20920",2019,1
"10.1002/hbm.20920",2020,5
"10.1002/hbm.20938",2011,1
"10.1002/hbm.20938",2012,14
"10.1002/hbm.20938",2013,3
"10.1002/hbm.20938",2014,3
"10.1002/hbm.20938",2015,7
"10.1002/hbm.20938",2016,1
"10.1002/hbm.20938",2017,13
"10.1002/hbm.20938",2018,8
"10.1002/hbm.20938",2019,3
"10.1002/hbm.20938",2020,19
"10.1002/hbm.20938",2021,4
"10.1002/hbm.20938",,1
"10.1002/hbm.20945",2011,5
"10.1002/hbm.20945",2012,6
"10.1002/hbm.20945",2013,8
"10.1002/hbm.20945",2014,5
"10.1002/hbm.20945",2015,2
"10.1002/hbm.20945",2016,6
"10.1002/hbm.20945",2017,2
"10.1002/hbm.20945",2018,15
"10.1002/hbm.20945",2019,8
"10.1002/hbm.20945",2020,10
"10.1002/hbm.20945",2021,1
"10.1002/hbm.20945",,1
"10.1002/hbm.20953",2011,2
"10.1002/hbm.20953",2012,3
"10.1002/hbm.20953",2013,4
"10.1002/hbm.20953",2015,2
"10.1002/hbm.20953",2016,2
"10.1002/hbm.20953",2017,2
"10.1002/hbm.20953",2018,3
"10.1002/hbm.20953",2020,1
"10.1002/hbm.20972",2011,3
"10.1002/hbm.20972",2012,5
"10.1002/hbm.20972",2013,7
"10.1002/hbm.20972",2014,8
"10.1002/hbm.20972",2015,10
"10.1002/hbm.20972",2016,15
"10.1002/hbm.20972",2017,22
"10.1002/hbm.20972",2018,9
"10.1002/hbm.20972",2019,4
"10.1002/hbm.20972",2020,7
"10.1002/hbm.20972",2021,4
"10.1002/hbm.20975",2011,4
"10.1002/hbm.20975",2012,5
"10.1002/hbm.20975",2013,6
"10.1002/hbm.20975",2014,10
"10.1002/hbm.20975",2015,4
"10.1002/hbm.20975",2016,3
"10.1002/hbm.20975",2017,7
"10.1002/hbm.20975",2018,9
"10.1002/hbm.20975",2019,4
