"target_doi","year","count"
"10.1016/j.cortex.2014.09.002",2018,7
"10.1016/j.cortex.2014.09.002",2019,8
"10.1016/j.cortex.2014.09.002",2020,10
"10.1016/j.cortex.2014.09.002",2021,1
"10.1016/j.cortex.2014.09.012",2015,6
"10.1016/j.cortex.2014.09.012",2017,12
"10.1016/j.cortex.2014.09.012",2019,2
"10.1016/j.cortex.2014.09.012",2020,3
"10.1016/j.cortex.2014.09.012",2021,2
"10.1016/j.cortex.2014.09.019",2015,2
"10.1016/j.cortex.2014.09.019",2016,1
"10.1016/j.cortex.2014.09.019",2017,2
"10.1016/j.cortex.2014.09.019",2018,2
"10.1016/j.cortex.2014.09.019",2019,2
"10.1016/j.cortex.2014.09.019",2020,7
"10.1016/j.cortex.2014.09.019",,3
"10.1016/j.cortex.2014.11.011",2015,3
"10.1016/j.cortex.2014.11.011",2017,5
"10.1016/j.cortex.2014.11.011",2019,4
"10.1016/j.cortex.2014.11.011",2020,1
"10.1016/j.cortex.2014.11.011",2021,4
"10.1016/j.cortex.2014.11.015",2015,3
"10.1016/j.cortex.2014.11.015",2017,8
"10.1016/j.cortex.2014.11.015",2018,8
"10.1016/j.cortex.2014.11.015",2019,3
"10.1016/j.cortex.2014.11.015",2021,1
"10.1016/j.cortex.2014.12.020",2015,2
"10.1016/j.cortex.2014.12.020",2017,20
"10.1016/j.cortex.2014.12.020",2018,2
"10.1016/j.cortex.2014.12.020",2019,9
"10.1016/j.cortex.2014.12.020",2020,7
"10.1016/j.cortex.2014.12.020",2021,5
"10.1016/j.cortex.2015.01.012",2015,3
"10.1016/j.cortex.2015.01.012",2018,3
"10.1016/j.cortex.2015.01.012",2019,1
"10.1016/j.cortex.2015.01.012",,1
"10.1016/j.cortex.2015.01.018",2015,8
"10.1016/j.cortex.2015.01.018",2016,1
"10.1016/j.cortex.2015.01.018",2017,3
"10.1016/j.cortex.2015.01.018",2018,1
"10.1016/j.cortex.2015.01.018",2019,5
"10.1016/j.cortex.2015.01.018",2020,1
"10.1016/j.cortex.2015.01.018",2021,1
"10.1016/j.cortex.2015.01.021",2016,12
"10.1016/j.cortex.2015.01.021",2017,11
"10.1016/j.cortex.2015.01.021",2018,4
"10.1016/j.cortex.2015.01.021",2019,10
"10.1016/j.cortex.2015.01.021",2020,4
"10.1016/j.cortex.2015.01.021",2021,6
"10.1016/j.cortex.2015.02.010",2015,2
"10.1016/j.cortex.2015.02.010",2016,1
"10.1016/j.cortex.2015.02.010",2017,9
"10.1016/j.cortex.2015.02.010",2018,3
"10.1016/j.cortex.2015.02.010",2020,7
"10.1016/j.cortex.2015.02.010",2021,5
"10.1016/j.cortex.2015.02.011",2016,4
"10.1016/j.cortex.2015.02.011",2018,3
"10.1016/j.cortex.2015.02.011",2020,4
"10.1016/j.cortex.2015.02.011",2021,2
"10.1016/j.cortex.2015.02.016",2017,1
"10.1016/j.cortex.2015.02.016",2018,1
"10.1016/j.cortex.2015.02.016",2020,3
"10.1016/j.cortex.2015.02.016",2021,2
"10.1016/j.cortex.2015.03.007",2015,2
"10.1016/j.cortex.2015.03.007",2016,34
"10.1016/j.cortex.2015.03.007",2017,2
"10.1016/j.cortex.2015.03.007",2018,10
"10.1016/j.cortex.2015.03.007",2019,15
"10.1016/j.cortex.2015.03.007",2020,6
"10.1016/j.cortex.2015.03.007",2021,13
"10.1016/j.cortex.2015.03.013",2016,7
"10.1016/j.cortex.2015.03.013",2017,3
"10.1016/j.cortex.2015.03.013",2018,2
"10.1016/j.cortex.2015.03.013",2019,3
"10.1016/j.cortex.2015.03.013",2021,2
"10.1016/j.cortex.2015.04.002",2015,3
"10.1016/j.cortex.2015.04.002",2016,2
"10.1016/j.cortex.2015.04.002",2017,2
"10.1016/j.cortex.2015.04.002",2019,7
"10.1016/j.cortex.2015.04.002",2020,1
"10.1016/j.cortex.2015.05.027",2016,1
"10.1016/j.cortex.2015.05.027",2017,15
"10.1016/j.cortex.2015.05.027",2019,2
"10.1016/j.cortex.2015.05.027",2020,5
"10.1016/j.cortex.2015.05.027",2021,3
"10.1016/j.cortex.2015.06.026",2016,3
"10.1016/j.cortex.2015.06.026",2017,3
"10.1016/j.cortex.2015.06.026",2018,3
"10.1016/j.cortex.2015.06.026",2019,2
"10.1016/j.cortex.2015.06.026",2020,11
"10.1016/j.cortex.2015.06.026",2021,5
"10.1016/j.cortex.2015.11.020",2017,5
"10.1016/j.cortex.2015.11.020",2018,6
"10.1016/j.cortex.2015.11.020",2019,3
"10.1016/j.cortex.2015.11.020",2020,1
"10.1016/j.cortex.2015.11.020",2021,5
"10.1016/j.cortex.2015.12.010",2016,2
"10.1016/j.cortex.2015.12.010",2017,5
"10.1016/j.cortex.2015.12.010",2018,6
"10.1016/j.cortex.2015.12.010",2019,5
"10.1016/j.cortex.2015.12.010",2020,6
"10.1016/j.cortex.2015.12.010",2021,6
"10.1016/j.cortex.2016.01.012",2017,4
"10.1016/j.cortex.2016.01.012",2018,1
"10.1016/j.cortex.2016.01.012",2019,4
"10.1016/j.cortex.2016.01.012",2021,1
"10.1016/j.cortex.2016.02.008",2016,1
"10.1016/j.cortex.2016.02.008",2017,1
"10.1016/j.cortex.2016.02.008",2019,2
"10.1016/j.cortex.2016.02.008",2020,2
"10.1016/j.cortex.2016.02.008",2021,1
"10.1016/j.cortex.2016.02.008",,1
"10.1016/j.cortex.2016.04.017",2017,3
"10.1016/j.cortex.2016.04.017",2018,4
"10.1016/j.cortex.2016.04.017",2020,1
"10.1016/j.cortex.2016.04.017",2021,2
"10.1016/j.cortex.2016.05.014",2016,2
"10.1016/j.cortex.2016.05.014",2017,1
"10.1016/j.cortex.2016.05.014",2018,13
"10.1016/j.cortex.2016.05.014",2019,23
"10.1016/j.cortex.2016.05.014",2020,17
"10.1016/j.cortex.2016.05.014",2021,2
"10.1016/j.cortex.2016.05.014",,1
"10.1016/j.cortex.2016.08.016",2017,3
"10.1016/j.cortex.2016.08.016",2019,4
"10.1016/j.cortex.2016.08.016",2020,2
"10.1016/j.cortex.2016.08.016",2021,1
"10.1016/j.cortex.2016.10.013",2018,1
"10.1016/j.cortex.2016.10.013",2019,1
"10.1016/j.cortex.2016.10.013",2020,13
"10.1016/j.cortex.2016.10.013",2021,1
"10.1016/j.cortex.2016.12.019",2017,8
"10.1016/j.cortex.2016.12.019",2018,19
"10.1016/j.cortex.2016.12.019",2019,8
"10.1016/j.cortex.2016.12.019",2020,38
"10.1016/j.cortex.2016.12.019",2021,20
"10.1016/j.cortex.2016.12.019",,1
"10.1016/j.cortex.2017.01.013",2017,5
"10.1016/j.cortex.2017.01.013",2018,3
"10.1016/j.cortex.2017.01.013",2019,3
"10.1016/j.cortex.2017.01.013",2020,2
"10.1016/j.cortex.2017.01.013",2021,6
"10.1016/j.cortex.2017.01.018",2017,13
"10.1016/j.cortex.2017.01.018",2018,5
"10.1016/j.cortex.2017.01.018",2019,1
"10.1016/j.cortex.2017.01.018",2021,1
"10.1016/j.cortex.2017.02.018",2019,1
"10.1016/j.cortex.2017.02.018",2020,5
"10.1016/j.cortex.2017.02.018",2021,5
"10.1016/j.cortex.2017.04.013",2018,1
"10.1016/j.cortex.2017.06.010",2018,12
"10.1016/j.cortex.2017.06.010",2019,3
"10.1016/j.cortex.2017.06.010",2020,2
"10.1016/j.cortex.2017.06.010",2021,3
"10.1016/j.cortex.2017.09.016",2018,1
"10.1016/j.cortex.2017.09.016",2019,7
"10.1016/j.cortex.2017.09.016",2020,6
"10.1016/j.cortex.2017.09.016",2021,4
"10.1016/j.cortex.2017.11.016",2018,5
"10.1016/j.cortex.2017.11.016",2019,11
"10.1016/j.cortex.2017.11.020",2018,2
"10.1016/j.cortex.2017.11.020",2019,3
"10.1016/j.cortex.2017.11.020",2020,7
"10.1016/j.cortex.2017.11.020",2021,5
"10.1016/j.cortex.2018.02.006",2018,3
"10.1016/j.cortex.2018.02.006",2019,8
"10.1016/j.cortex.2018.02.006",2020,4
"10.1016/j.cortex.2018.02.006",2021,5
"10.1016/j.cortex.2018.03.024",2018,1
"10.1016/j.cortex.2018.03.024",2019,15
"10.1016/j.cortex.2018.03.024",2020,9
"10.1016/j.cortex.2018.03.024",2021,9
"10.1016/j.cortex.2018.07.009",2019,1
"10.1016/j.cortex.2018.07.009",2020,1
"10.1016/j.cortex.2018.09.010",2019,9
"10.1016/j.cortex.2018.09.010",2020,18
"10.1016/j.cortex.2018.09.010",2021,2
"10.1016/j.ctim.2018.12.006",2019,1
"10.1016/j.cub.2009.04.054",2010,3
"10.1016/j.cub.2009.04.054",2011,23
"10.1016/j.cub.2009.04.054",2012,5
"10.1016/j.cub.2009.04.054",2013,8
"10.1016/j.cub.2009.04.054",2014,12
"10.1016/j.cub.2009.04.054",2015,6
"10.1016/j.cub.2009.04.054",2016,8
"10.1016/j.cub.2009.04.054",2017,8
"10.1016/j.cub.2009.04.054",2018,13
"10.1016/j.cub.2009.04.054",2019,10
"10.1016/j.cub.2009.04.054",2020,5
"10.1016/j.cub.2009.04.054",2021,5
"10.1016/j.cub.2009.06.011",2010,7
"10.1016/j.cub.2009.06.011",2011,6
"10.1016/j.cub.2009.06.011",2012,6
"10.1016/j.cub.2009.06.011",2013,14
"10.1016/j.cub.2009.06.011",2014,27
"10.1016/j.cub.2009.06.011",2015,3
"10.1016/j.cub.2009.06.011",2016,7
"10.1016/j.cub.2009.06.011",2017,2
"10.1016/j.cub.2009.06.011",2018,9
"10.1016/j.cub.2009.06.011",2019,13
"10.1016/j.cub.2009.06.011",2020,9
"10.1016/j.cub.2009.06.011",2021,3
"10.1016/j.cub.2011.03.050",2012,3
"10.1016/j.cub.2011.03.050",2013,11
"10.1016/j.cub.2011.03.050",2014,2
"10.1016/j.cub.2011.03.050",2015,7
"10.1016/j.cub.2011.03.050",2016,6
"10.1016/j.cub.2011.03.050",2017,19
"10.1016/j.cub.2011.03.050",2018,5
"10.1016/j.cub.2011.03.050",2019,5
"10.1016/j.cub.2011.03.050",2020,6
"10.1016/j.cub.2011.03.050",2021,1
"10.1016/j.cub.2011.06.009",2011,2
"10.1016/j.cub.2011.06.009",2012,15
"10.1016/j.cub.2011.06.009",2013,21
"10.1016/j.cub.2011.06.009",2014,23
"10.1016/j.cub.2011.06.009",2015,29
"10.1016/j.cub.2011.06.009",2016,9
"10.1016/j.cub.2011.06.009",2017,11
"10.1016/j.cub.2011.06.009",2018,21
"10.1016/j.cub.2011.06.009",2019,19
"10.1016/j.cub.2011.06.009",2020,3
"10.1016/j.cub.2011.06.009",2021,5
"10.1016/j.cub.2011.06.009",,5
"10.1016/j.cub.2011.07.028",2012,9
"10.1016/j.cub.2011.07.028",2013,11
"10.1016/j.cub.2011.07.028",2014,26
"10.1016/j.cub.2011.07.028",2015,23
"10.1016/j.cub.2011.07.028",2016,3
"10.1016/j.cub.2011.07.028",2017,11
"10.1016/j.cub.2011.07.028",2018,4
"10.1016/j.cub.2011.07.028",2019,6
"10.1016/j.cub.2011.07.028",2020,7
"10.1016/j.cub.2011.07.028",2021,5
"10.1016/j.cub.2011.07.028",,2
"10.1016/j.cub.2011.09.025",2012,2
"10.1016/j.cub.2011.09.025",2013,6
"10.1016/j.cub.2011.09.025",2014,6
"10.1016/j.cub.2011.09.025",2015,8
"10.1016/j.cub.2011.09.025",2016,8
"10.1016/j.cub.2011.09.025",2017,15
"10.1016/j.cub.2011.09.025",2018,10
"10.1016/j.cub.2011.09.025",2019,6
"10.1016/j.cub.2011.09.025",2020,1
"10.1016/j.cub.2011.09.025",2021,3
"10.1016/j.cub.2013.04.018",2013,8
"10.1016/j.cub.2013.04.018",2014,9
"10.1016/j.cub.2013.04.018",2015,48
"10.1016/j.cub.2013.04.018",2016,22
"10.1016/j.cub.2013.04.018",2017,16
"10.1016/j.cub.2013.04.018",2018,14
"10.1016/j.cub.2013.04.018",2019,18
"10.1016/j.cub.2013.04.018",2020,7
"10.1016/j.cub.2013.04.018",2021,4
"10.1016/j.cub.2013.04.055",2013,11
"10.1016/j.cub.2013.04.055",2014,8
"10.1016/j.cub.2013.04.055",2015,12
"10.1016/j.cub.2013.04.055",2016,1
"10.1016/j.cub.2013.04.055",2017,8
"10.1016/j.cub.2013.04.055",2018,13
"10.1016/j.cub.2013.04.055",2019,13
"10.1016/j.cub.2013.04.055",2020,10
"10.1016/j.cub.2013.04.055",2021,9
"10.1016/j.cub.2013.04.055",,1
"10.1016/j.cub.2013.07.004",2013,2
"10.1016/j.cub.2013.07.004",2014,4
"10.1016/j.cub.2013.07.004",2015,5
"10.1016/j.cub.2013.07.004",2016,6
"10.1016/j.cub.2013.07.004",2017,6
"10.1016/j.cub.2013.07.004",2018,14
"10.1016/j.cub.2013.07.004",2019,4
"10.1016/j.cub.2013.07.004",2020,3
"10.1016/j.cub.2013.07.004",2021,8
"10.1016/j.cub.2013.07.004",,1
"10.1016/j.cub.2014.01.058",2014,5
"10.1016/j.cub.2014.01.058",2015,9
"10.1016/j.cub.2014.01.058",2016,28
"10.1016/j.cub.2014.01.058",2017,25
"10.1016/j.cub.2014.01.058",2018,14
"10.1016/j.cub.2014.01.058",2019,13
"10.1016/j.cub.2014.01.058",2020,30
"10.1016/j.cub.2014.01.058",2021,2
"10.1016/j.cub.2014.01.058",,2
"10.1016/j.cub.2015.01.055",2015,1
"10.1016/j.cub.2015.01.055",2016,13
"10.1016/j.cub.2015.01.055",2017,8
"10.1016/j.cub.2015.01.055",2018,2
"10.1016/j.cub.2015.01.055",2019,23
"10.1016/j.cub.2015.01.055",2020,15
"10.1016/j.cub.2015.01.055",2021,3
"10.1016/j.cub.2015.06.043",2015,1
"10.1016/j.cub.2015.06.043",2016,3
"10.1016/j.cub.2015.06.043",2017,12
"10.1016/j.cub.2015.06.043",2018,23
"10.1016/j.cub.2015.06.043",2019,39
"10.1016/j.cub.2015.06.043",2020,49
"10.1016/j.cub.2015.06.043",2021,44
"10.1016/j.cub.2015.09.043",2015,8
"10.1016/j.cub.2015.09.043",2016,9
"10.1016/j.cub.2015.09.043",2017,11
"10.1016/j.cub.2015.09.043",2018,15
"10.1016/j.cub.2015.09.043",2019,20
"10.1016/j.cub.2015.09.043",2020,4
"10.1016/j.cub.2015.09.043",2021,2
"10.1016/j.cub.2016.09.015",2017,16
"10.1016/j.cub.2016.09.015",2018,11
"10.1016/j.cub.2016.09.015",2019,8
"10.1016/j.cub.2016.09.015",2020,23
"10.1016/j.cub.2016.09.015",2021,3
"10.1016/j.cub.2016.09.059",2017,3
"10.1016/j.cub.2016.09.059",2018,2
"10.1016/j.cub.2016.09.059",2019,5
"10.1016/j.cub.2016.09.059",2020,5
"10.1016/j.cub.2016.09.059",2021,2
"10.1016/j.cub.2018.01.048",2018,10
"10.1016/j.cub.2018.01.048",2019,5
"10.1016/j.cub.2018.01.048",2020,1
"10.1016/j.cub.2018.01.048",2021,2
"10.1016/j.cub.2018.02.042",2019,2
"10.1016/j.cub.2018.02.042",2020,7
"10.1016/j.cub.2018.02.042",2021,4
"10.1016/j.dcn.2011.01.004",2012,10
"10.1016/j.dcn.2011.01.004",2013,21
"10.1016/j.dcn.2011.01.004",2014,4
"10.1016/j.dcn.2011.01.004",2015,14
"10.1016/j.dcn.2011.01.004",2016,4
"10.1016/j.dcn.2011.01.004",2017,4
"10.1016/j.dcn.2011.01.004",2019,7
"10.1016/j.dcn.2011.01.004",2020,1
"10.1016/j.dcn.2011.01.004",2021,6
"10.1016/j.dcn.2011.02.002",2011,1
"10.1016/j.dcn.2011.02.002",2012,11
"10.1016/j.dcn.2011.02.002",2013,15
"10.1016/j.dcn.2011.02.002",2014,7
"10.1016/j.dcn.2011.02.002",2015,18
"10.1016/j.dcn.2011.02.002",2016,1
"10.1016/j.dcn.2011.02.002",2017,5
"10.1016/j.dcn.2011.02.002",2018,4
"10.1016/j.dcn.2011.02.002",2019,8
"10.1016/j.dcn.2011.02.002",2020,3
"10.1016/j.dcn.2011.02.002",2021,2
"10.1016/j.dcn.2011.03.003",2012,6
"10.1016/j.dcn.2011.03.003",2013,1
"10.1016/j.dcn.2011.03.003",2014,2
"10.1016/j.dcn.2011.03.003",2015,2
"10.1016/j.dcn.2011.03.003",2016,3
"10.1016/j.dcn.2011.03.003",2019,1
"10.1016/j.dcn.2011.03.003",2020,1
"10.1016/j.dcn.2011.05.001",2013,1
"10.1016/j.dcn.2011.05.001",2014,3
"10.1016/j.dcn.2011.05.001",2015,4
"10.1016/j.dcn.2011.05.001",2016,1
"10.1016/j.dcn.2011.05.001",2017,4
"10.1016/j.dcn.2011.05.001",2020,1
"10.1016/j.dcn.2011.05.001",2021,2
"10.1016/j.dcn.2011.05.001",,1
"10.1016/j.dcn.2011.06.006",2012,2
"10.1016/j.dcn.2011.06.006",2014,2
"10.1016/j.dcn.2011.06.006",2016,2
"10.1016/j.dcn.2011.06.006",2018,4
"10.1016/j.dcn.2011.06.006",2020,1
"10.1016/j.dcn.2011.09.002",2013,2
"10.1016/j.dcn.2011.09.002",2014,6
"10.1016/j.dcn.2011.09.002",2015,3
"10.1016/j.dcn.2011.09.002",2016,4
"10.1016/j.dcn.2011.09.002",2017,4
"10.1016/j.dcn.2011.09.002",2019,1
"10.1016/j.dcn.2011.09.002",2020,1
"10.1016/j.dcn.2011.09.002",2021,3
"10.1016/j.dcn.2011.12.004",2012,3
"10.1016/j.dcn.2011.12.004",2013,3
"10.1016/j.dcn.2011.12.004",2015,3
"10.1016/j.dcn.2011.12.004",2016,8
"10.1016/j.dcn.2011.12.004",2018,1
"10.1016/j.dcn.2011.12.004",2019,1
"10.1016/j.dcn.2012.01.004",2012,1
"10.1016/j.dcn.2012.01.004",2013,3
"10.1016/j.dcn.2012.01.004",2015,1
"10.1016/j.dcn.2012.01.004",2016,4
"10.1016/j.dcn.2012.01.004",2018,2
"10.1016/j.dcn.2012.01.004",2019,4
"10.1016/j.dcn.2012.01.004",2020,1
"10.1016/j.dcn.2012.01.004",2021,1
"10.1016/j.dcn.2012.04.004",2013,6
"10.1016/j.dcn.2012.04.004",2014,3
"10.1016/j.dcn.2012.04.004",2015,5
"10.1016/j.dcn.2012.04.004",2017,2
"10.1016/j.dcn.2012.04.004",2018,3
"10.1016/j.dcn.2012.04.004",2019,1
"10.1016/j.dcn.2012.11.001",2013,6
"10.1016/j.dcn.2012.11.001",2014,8
"10.1016/j.dcn.2012.11.001",2015,11
"10.1016/j.dcn.2012.11.001",2016,17
"10.1016/j.dcn.2012.11.001",2017,9
"10.1016/j.dcn.2012.11.001",2018,9
"10.1016/j.dcn.2012.11.001",2019,10
"10.1016/j.dcn.2012.11.001",2020,1
"10.1016/j.dcn.2012.11.001",2021,3
"10.1016/j.dcn.2013.02.002",2016,4
"10.1016/j.dcn.2013.02.002",2017,1
"10.1016/j.dcn.2013.02.002",2018,1
"10.1016/j.dcn.2013.02.002",2019,1
"10.1016/j.dcn.2013.08.001",2014,1
"10.1016/j.dcn.2013.08.001",2015,1
"10.1016/j.dcn.2013.08.001",2016,1
"10.1016/j.dcn.2013.08.001",2017,2
"10.1016/j.dcn.2013.08.004",2014,6
"10.1016/j.dcn.2013.08.004",2015,24
"10.1016/j.dcn.2013.08.004",2016,6
"10.1016/j.dcn.2013.08.004",2017,2
"10.1016/j.dcn.2013.08.004",2018,1
"10.1016/j.dcn.2013.08.004",2019,2
"10.1016/j.dcn.2013.08.004",2020,4
"10.1016/j.dcn.2013.08.004",2021,4
"10.1016/j.dcn.2013.08.005",2016,5
"10.1016/j.dcn.2013.08.005",2017,5
"10.1016/j.dcn.2013.08.005",2018,1
"10.1016/j.dcn.2013.08.005",2019,1
"10.1016/j.dcn.2013.08.005",2020,9
"10.1016/j.dcn.2013.12.003",2014,3
"10.1016/j.dcn.2013.12.003",2015,5
"10.1016/j.dcn.2013.12.003",2016,13
"10.1016/j.dcn.2013.12.003",2017,12
"10.1016/j.dcn.2013.12.003",2018,10
"10.1016/j.dcn.2013.12.003",2019,16
"10.1016/j.dcn.2013.12.003",2020,12
"10.1016/j.dcn.2013.12.003",2021,5
"10.1016/j.dcn.2014.01.003",2014,1
"10.1016/j.dcn.2014.01.003",2015,1
"10.1016/j.dcn.2014.01.003",2016,3
"10.1016/j.dcn.2014.01.003",2017,3
"10.1016/j.dcn.2014.01.003",2018,16
"10.1016/j.dcn.2014.01.003",2019,10
"10.1016/j.dcn.2014.08.001",2014,1
"10.1016/j.dcn.2014.08.001",2015,6
"10.1016/j.dcn.2014.08.001",2016,2
"10.1016/j.dcn.2014.08.001",2017,3
"10.1016/j.dcn.2014.08.001",2018,3
"10.1016/j.dcn.2014.08.001",2019,6
"10.1016/j.dcn.2014.08.001",2020,12
"10.1016/j.dcn.2014.08.001",2021,1
"10.1016/j.dcn.2014.08.003",2015,6
"10.1016/j.dcn.2014.08.003",2016,3
"10.1016/j.dcn.2014.08.003",2017,3
"10.1016/j.dcn.2014.08.003",2018,2
"10.1016/j.dcn.2014.08.003",2019,1
"10.1016/j.dcn.2014.08.003",2020,6
"10.1016/j.dcn.2014.08.003",2021,3
"10.1016/j.dcn.2014.08.007",2015,5
"10.1016/j.dcn.2014.08.007",2016,1
"10.1016/j.dcn.2014.08.007",2017,4
"10.1016/j.dcn.2014.08.007",2018,9
"10.1016/j.dcn.2014.08.007",2019,3
"10.1016/j.dcn.2014.08.007",2020,4
"10.1016/j.dcn.2014.08.010",2015,10
"10.1016/j.dcn.2014.08.010",2016,20
"10.1016/j.dcn.2014.08.010",2017,8
"10.1016/j.dcn.2014.08.010",2018,17
"10.1016/j.dcn.2014.08.010",2019,6
"10.1016/j.dcn.2014.08.010",2020,5
"10.1016/j.dcn.2014.08.010",2021,9
"10.1016/j.dcn.2014.08.010",,1
"10.1016/j.dcn.2015.01.003",2015,3
"10.1016/j.dcn.2015.01.003",2016,7
"10.1016/j.dcn.2015.01.003",2017,18
"10.1016/j.dcn.2015.01.003",2018,3
"10.1016/j.dcn.2015.01.003",2019,5
"10.1016/j.dcn.2015.01.003",2020,4
"10.1016/j.dcn.2015.01.003",2021,8
"10.1016/j.dcn.2015.04.007",2017,1
"10.1016/j.dcn.2015.04.007",2019,3
"10.1016/j.dcn.2015.07.003",2016,2
"10.1016/j.dcn.2015.07.003",2017,24
"10.1016/j.dcn.2015.07.003",2018,10
"10.1016/j.dcn.2015.07.003",2019,9
"10.1016/j.dcn.2015.07.003",2020,2
"10.1016/j.dcn.2015.07.003",2021,17
"10.1016/j.dcn.2015.08.007",2016,1
"10.1016/j.dcn.2015.08.007",2017,1
"10.1016/j.dcn.2015.08.007",2018,8
"10.1016/j.dcn.2015.08.007",2019,6
"10.1016/j.dcn.2015.08.007",2020,6
"10.1016/j.dcn.2015.08.007",2021,1
"10.1016/j.dcn.2015.09.006",2016,2
"10.1016/j.dcn.2015.09.006",2017,10
"10.1016/j.dcn.2015.09.006",2018,21
"10.1016/j.dcn.2015.09.006",2019,29
"10.1016/j.dcn.2015.09.006",2020,8
"10.1016/j.dcn.2015.09.006",2021,12
"10.1016/j.dcn.2015.12.002",2016,3
"10.1016/j.dcn.2015.12.002",2017,10
"10.1016/j.dcn.2015.12.002",2018,4
"10.1016/j.dcn.2015.12.002",2019,11
"10.1016/j.dcn.2015.12.002",2020,3
"10.1016/j.dcn.2015.12.002",2021,3
"10.1016/j.dcn.2015.12.002",,1
"10.1016/j.dcn.2016.02.002",2016,5
"10.1016/j.dcn.2016.02.002",2017,8
"10.1016/j.dcn.2016.02.002",2018,10
"10.1016/j.dcn.2016.02.002",2019,13
"10.1016/j.dcn.2016.02.002",2020,9
"10.1016/j.dcn.2016.02.002",2021,11
"10.1016/j.dcn.2016.02.003",2017,3
"10.1016/j.dcn.2016.02.003",2018,6
"10.1016/j.dcn.2016.02.003",2019,3
"10.1016/j.dcn.2016.02.003",2020,2
"10.1016/j.dcn.2016.02.003",2021,1
"10.1016/j.dcn.2016.05.004",2016,1
"10.1016/j.dcn.2016.05.004",2017,5
"10.1016/j.dcn.2016.05.004",2018,2
"10.1016/j.dcn.2016.05.004",2019,6
"10.1016/j.dcn.2016.05.004",2020,5
"10.1016/j.dcn.2016.05.004",2021,5
"10.1016/j.dcn.2016.05.004",,2
"10.1016/j.dcn.2016.06.003",2017,4
"10.1016/j.dcn.2016.06.003",2018,2
"10.1016/j.dcn.2016.06.003",2019,5
"10.1016/j.dcn.2016.06.003",2020,8
"10.1016/j.dcn.2016.06.003",2021,2
"10.1016/j.dcn.2016.12.002",2017,3
"10.1016/j.dcn.2016.12.002",2018,1
"10.1016/j.dcn.2016.12.002",2020,1
"10.1016/j.dcn.2016.12.002",2021,2
"10.1016/j.dcn.2017.01.007",2017,1
"10.1016/j.dcn.2017.01.007",2018,5
"10.1016/j.dcn.2017.01.007",2019,12
"10.1016/j.dcn.2017.01.007",2020,10
"10.1016/j.dcn.2017.01.007",2021,9
"10.1016/j.dcn.2017.02.001",2018,10
"10.1016/j.dcn.2017.02.001",2019,17
"10.1016/j.dcn.2017.02.001",2020,8
"10.1016/j.dcn.2017.02.001",2021,10
"10.1016/j.dcn.2017.02.005",2018,3
"10.1016/j.dcn.2017.02.005",2019,9
"10.1016/j.dcn.2017.02.005",2020,10
"10.1016/j.dcn.2017.02.005",2021,15
"10.1016/j.dcn.2017.02.007",2017,2
"10.1016/j.dcn.2017.02.007",2018,13
"10.1016/j.dcn.2017.02.007",2019,15
"10.1016/j.dcn.2017.02.007",2020,6
"10.1016/j.dcn.2017.02.007",2021,3
"10.1016/j.dcn.2017.02.008",2017,1
"10.1016/j.dcn.2017.02.008",2018,2
"10.1016/j.dcn.2017.02.008",2019,3
"10.1016/j.dcn.2017.02.008",2020,7
"10.1016/j.dcn.2017.02.008",,1
"10.1016/j.dcn.2017.04.009",2018,2
"10.1016/j.dcn.2017.04.009",2019,6
"10.1016/j.dcn.2017.04.009",2020,6
"10.1016/j.dcn.2017.07.004",2018,5
"10.1016/j.dcn.2017.07.004",2019,2
"10.1016/j.dcn.2017.07.004",2020,1
"10.1016/j.dcn.2017.07.004",2021,1
"10.1016/j.dcn.2017.09.002",2019,9
"10.1016/j.dcn.2017.09.002",2020,11
"10.1016/j.dcn.2017.09.002",2021,1
"10.1016/j.dcn.2017.10.004",2018,9
"10.1016/j.dcn.2017.10.004",2019,4
"10.1016/j.dcn.2017.10.004",2020,8
"10.1016/j.dcn.2017.10.004",2021,18
"10.1016/j.dcn.2017.11.005",2018,1
"10.1016/j.dcn.2017.11.005",2019,11
"10.1016/j.dcn.2017.11.005",2020,4
"10.1016/j.dcn.2017.11.005",2021,1
"10.1016/j.dcn.2018.01.002",2021,3
"10.1016/j.dcn.2018.01.012",2018,2
"10.1016/j.dcn.2018.01.012",2019,4
"10.1016/j.dcn.2018.01.012",2020,2
"10.1016/j.dcn.2018.04.007",2018,1
"10.1016/j.dcn.2018.04.007",2019,2
"10.1016/j.dcn.2018.04.007",2020,3
"10.1016/j.dcn.2018.05.010",2020,17
"10.1016/j.dcn.2018.05.010",2021,5
"10.1016/j.dcn.2018.06.004",2019,4
"10.1016/j.dcn.2018.06.004",2020,7
"10.1016/j.dcn.2018.06.004",2021,2
"10.1016/j.dcn.2018.07.004",2019,1
"10.1016/j.dcn.2018.07.004",2020,1
"10.1016/j.dcn.2018.07.004",2021,1
"10.1016/j.drugalcdep.2014.09.013",2015,6
"10.1016/j.drugalcdep.2014.09.013",2016,5
"10.1016/j.drugalcdep.2014.09.013",2017,11
"10.1016/j.drugalcdep.2014.09.013",2018,2
"10.1016/j.drugalcdep.2014.09.013",2019,6
"10.1016/j.drugalcdep.2014.09.013",2020,5
"10.1016/j.drugalcdep.2014.09.013",2021,1
"10.1016/j.drugalcdep.2017.01.037",2018,7
"10.1016/j.drugalcdep.2017.01.037",2019,10
