UT,Label,Period,tcs,mcs,mncs,mnjs,tncs,pp_top_perc,pp_uncited,prop_self_cits,int_cov
000291616200005,WOS:000291616200005,2000-2018,11,11,39%,39%,39%,0%,0%,21%,44%
000291624100006,WOS:000291624100006,2000-2018,55,55,204%,350%,204%,0%,0%,4%,92%
000291624100014,WOS:000291624100014,2000-2018,47,47,203%,168%,203%,0%,0%,15%,79%
000291624100016,WOS:000291624100016,2000-2018,154,154,252%,95%,252%,100%,0%,19%,93%
000291632600002,WOS:000291632600002,2000-2018,61,61,281%,117%,281%,100%,0%,8%,93%
000291632600003,WOS:000291632600003,2000-2018,59,59,128%,96%,128%,0%,0%,5%,96%
000291632600004,WOS:000291632600004,2000-2018,58,58,300%,82%,300%,100%,0%,8%,94%
000291632600005,WOS:000291632600005,2000-2018,77,77,167%,96%,167%,0%,0%,1%,95%
000291632600006,WOS:000291632600006,2000-2018,8,8,31%,116%,31%,0%,0%,20%,94%
000291632600007,WOS:000291632600007,2000-2018,12,12,26%,96%,26%,0%,0%,43%,95%
000291632600008,WOS:000291632600008,2000-2018,13,13,38%,59%,38%,0%,0%,13%,96%
000291632600009,WOS:000291632600009,2000-2018,10,10,46%,117%,46%,0%,0%,9%,96%
000291632600010,WOS:000291632600010,2000-2018,2,2,8%,116%,8%,0%,0%,60%,93%
000291632600011,WOS:000291632600011,2000-2018,17,17,49%,59%,49%,0%,0%,23%,95%
000291632600012,WOS:000291632600012,2000-2018,3,3,16%,82%,16%,0%,0%,0%,100%
000291632600013,WOS:000291632600013,2000-2018,1,1,3%,3%,3%,0%,0%,67%,100%
000291632600014,WOS:000291632600014,2000-2018,16,16,76%,52%,76%,0%,0%,36%,89%
000291632600015,WOS:000291632600015,2000-2018,7,7,33%,52%,33%,0%,0%,42%,92%
000291632600016,WOS:000291632600016,2000-2018,3,3,14%,52%,14%,0%,0%,57%,81%
000291632600017,WOS:000291632600017,2000-2018,6,6,28%,52%,28%,0%,0%,45%,94%
000291632600018,WOS:000291632600018,2000-2018,24,24,117%,117%,117%,0%,0%,29%,98%
000291632600019,WOS:000291632600019,2000-2018,11,11,35%,40%,35%,0%,0%,8%,98%
000291642800006,WOS:000291642800006,2000-2018,25,25,91%,91%,91%,0%,0%,40%,91%
000291903700003,WOS:000291903700003,2000-2018,8,8,26%,62%,26%,0%,0%,27%,97%
000291903700008,WOS:000291903700008,2000-2018,3,3,14%,55%,14%,0%,0%,0%,88%
000291960200028,WOS:000291960200028,2000-2018,111,111,519%,519%,519%,100%,0%,15%,90%
000291960200029,WOS:000291960200029,2000-2018,23,23,99%,168%,99%,0%,0%,23%,93%
000291960200033,WOS:000291960200033,2000-2018,43,43,254%,189%,254%,100%,0%,10%,95%
000291960200039,WOS:000291960200039,2000-2018,65,65,141%,89%,141%,0%,0%,25%,89%
000291960200040,WOS:000291960200040,2000-2018,56,56,207%,350%,207%,0%,0%,14%,78%
000292057400002,WOS:000292057400002,2000-2018,1,1,4%,4%,4%,0%,0%,75%,76%
000292057400008,WOS:000292057400008,2000-2018,3,3,56%,56%,56%,0%,0%,0%,95%
000292109500003,WOS:000292109500003,2000-2018,54,54,117%,78%,117%,0%,0%,10%,96%
000292189500017,WOS:000292189500017,2000-2018,22,22,71%,122%,71%,0%,0%,29%,96%
000292191200015,WOS:000292191200015,2000-2018,46,46,100%,114%,100%,0%,0%,10%,95%
000292191200018,WOS:000292191200018,2000-2018,84,84,183%,114%,183%,0%,0%,3%,91%
000292255400061,WOS:000292255400061,2000-2018,70,70,405%,979%,405%,100%,0%,17%,83%
000292292400008,WOS:000292292400008,2000-2018,0,0,0%,0%,0%,0%,100%,NULL,92%
000292325700011,WOS:000292325700011,2000-2018,13,13,243%,243%,243%,0%,0%,13%,60%
000292381900024,WOS:000292381900024,2000-2018,42,42,69%,47%,69%,0%,0%,38%,76%
000292430800030,WOS:000292430800030,2000-2018,2,2,37%,37%,37%,0%,0%,50%,100%
000292434700008,WOS:000292434700008,2000-2018,45,45,167%,86%,167%,0%,0%,20%,92%
000292470500005,WOS:000292470500005,2000-2018,34,34,110%,85%,110%,0%,0%,13%,88%
000292489600006,WOS:000292489600006,2000-2018,30,30,167%,167%,167%,0%,0%,0%,87%
000292498600008,WOS:000292498600008,2000-2018,36,36,270%,270%,270%,87%,0%,28%,91%
000292508900008,WOS:000292508900008,2000-2018,41,41,147%,165%,147%,0%,0%,5%,96%
000292508900009,WOS:000292508900009,2000-2018,11,11,24%,101%,24%,0%,0%,21%,100%
000292508900026,WOS:000292508900026,2000-2018,27,27,131%,153%,131%,0%,0%,41%,87%
000292522400015,WOS:000292522400015,2000-2018,31,31,67%,42%,67%,0%,0%,11%,94%
000292524900008,WOS:000292524900008,2000-2018,3,3,15%,84%,15%,0%,0%,0%,67%
000292527400009,WOS:000292527400009,2000-2018,42,42,163%,197%,163%,0%,0%,14%,92%
000292578000017,WOS:000292578000017,2000-2018,20,20,33%,12%,33%,0%,0%,9%,89%
000292587700006,WOS:000292587700006,2000-2018,7,7,28%,70%,28%,0%,0%,0%,90%
000292622400002,WOS:000292622400002,2000-2018,1,1,4%,4%,4%,0%,0%,0%,80%
000292633600011,WOS:000292633600011,2000-2018,51,51,83%,243%,83%,0%,0%,26%,94%
000292633600014,WOS:000292633600014,2000-2018,174,174,326%,126%,326%,100%,0%,14%,93%
000292654400011,WOS:000292654400011,2000-2018,16,16,35%,56%,35%,0%,0%,0%,98%
000292704400007,WOS:000292704400007,2000-2018,45,45,386%,386%,386%,100%,0%,4%,78%
000292717900004,WOS:000292717900004,2000-2018,85,85,472%,430%,472%,100%,0%,11%,92%
000292717900010,WOS:000292717900010,2000-2018,91,91,657%,498%,657%,100%,0%,11%,80%
000292717900012,WOS:000292717900012,2000-2018,6,6,43%,498%,43%,0%,0%,54%,87%
000292717900056,WOS:000292717900056,2000-2018,6,6,37%,191%,37%,0%,0%,33%,92%
000292850300027,WOS:000292850300027,2000-2018,27,27,79%,122%,79%,0%,0%,4%,91%
000292998900008,WOS:000292998900008,2000-2018,16,16,52%,23%,52%,0%,0%,6%,98%
000293048400009,WOS:000293048400009,2000-2018,2,2,15%,44%,15%,0%,0%,67%,67%
000293054100025,WOS:000293054100025,2000-2018,132,132,272%,217%,272%,100%,0%,1%,83%
000293054100026,WOS:000293054100026,2000-2018,67,67,109%,95%,109%,0%,0%,19%,92%
000293054100028,WOS:000293054100028,2000-2018,27,27,59%,89%,59%,0%,0%,4%,80%
000293054100036,WOS:000293054100036,2000-2018,113,113,829%,829%,829%,100%,0%,16%,94%
000293093400004,WOS:000293093400004,2000-2018,25,25,128%,128%,128%,0%,0%,29%,94%
000293171900031,WOS:000293171900031,2000-2018,193,193,420%,146%,420%,100%,0%,7%,98%
000293177400012,WOS:000293177400012,2000-2018,104,104,195%,275%,195%,0%,0%,24%,90%
000293238700009,WOS:000293238700009,2000-2018,28,28,104%,57%,104%,0%,0%,18%,90%
000293298500001,WOS:000293298500001,2000-2018,24,24,150%,150%,150%,0%,0%,23%,93%
000293312300008,WOS:000293312300008,2000-2018,83,83,136%,54%,136%,0%,0%,17%,97%
000293320000024,WOS:000293320000024,2000-2018,92,92,397%,340%,397%,100%,0%,18%,97%
000293498800002,WOS:000293498800002,2000-2018,20,20,65%,62%,65%,0%,0%,0%,90%
000293498800003,WOS:000293498800003,2000-2018,16,16,84%,84%,84%,0%,0%,6%,85%
000293511700001,WOS:000293511700001,2000-2018,3,3,13%,64%,13%,0%,0%,50%,78%
000293548500026,WOS:000293548500026,2000-2018,32,32,70%,89%,70%,0%,0%,27%,78%
000293548500027,WOS:000293548500027,2000-2018,122,122,780%,623%,780%,100%,0%,2%,74%
000293548500028,WOS:000293548500028,2000-2018,24,24,78%,175%,78%,0%,0%,17%,92%
000293611600024,WOS:000293611600024,2000-2018,6,6,26%,89%,26%,0%,0%,33%,81%
000293611600030,WOS:000293611600030,2000-2018,51,51,220%,100%,220%,0%,0%,27%,93%
000293636000001,WOS:000293636000001,2000-2018,23,23,85%,94%,85%,0%,0%,34%,96%
000293636000002,WOS:000293636000002,2000-2018,10,10,32%,95%,32%,0%,0%,23%,87%
000293636000003,WOS:000293636000003,2000-2018,15,15,88%,112%,88%,0%,0%,17%,92%
000293636000004,WOS:000293636000004,2000-2018,49,49,302%,302%,302%,100%,0%,23%,100%
000293636000005,WOS:000293636000005,2000-2018,15,15,49%,95%,49%,0%,0%,6%,95%
000293636000006,WOS:000293636000006,2000-2018,23,23,99%,91%,99%,0%,0%,4%,98%
000293636000007,WOS:000293636000007,2000-2018,43,43,249%,249%,249%,100%,0%,9%,92%
000293636000008,WOS:000293636000008,2000-2018,68,68,148%,78%,148%,0%,0%,0%,97%
000293636000009,WOS:000293636000009,2000-2018,23,23,136%,112%,136%,0%,0%,0%,95%
000293636000010,WOS:000293636000010,2000-2018,62,62,201%,95%,201%,100%,0%,0%,97%
000293636000011,WOS:000293636000011,2000-2018,43,43,185%,91%,185%,0%,0%,31%,98%
000293636000012,WOS:000293636000012,2000-2018,43,43,139%,95%,139%,0%,0%,36%,93%
000293636000013,WOS:000293636000013,2000-2018,67,67,240%,159%,240%,100%,0%,11%,96%
000293636000014,WOS:000293636000014,2000-2018,1,1,3%,95%,3%,0%,0%,50%,100%
000293636000015,WOS:000293636000015,2000-2018,26,26,112%,91%,112%,0%,0%,13%,95%
000293950300027,WOS:000293950300027,2000-2018,56,56,207%,193%,207%,0%,0%,27%,98%
000293959200014,WOS:000293959200014,2000-2018,9,9,29%,89%,29%,0%,0%,10%,89%
000294055600012,WOS:000294055600012,2000-2018,22,22,132%,132%,132%,0%,0%,21%,97%
000294055600023,WOS:000294055600023,2000-2018,2,2,7%,120%,7%,0%,0%,80%,100%
000294066300007,WOS:000294066300007,2000-2018,14,14,45%,45%,45%,0%,0%,13%,91%
000294090700022,WOS:000294090700022,2000-2018,12,12,52%,41%,52%,0%,0%,25%,94%
000294141600004,WOS:000294141600004,2000-2018,20,20,86%,57%,86%,0%,0%,17%,93%
000294181600015,WOS:000294181600015,2000-2018,53,53,155%,122%,155%,0%,0%,4%,93%
000294219800017,WOS:000294219800017,2000-2018,18,18,107%,126%,107%,0%,0%,51%,84%
000294243000001,WOS:000294243000001,2000-2018,32,32,70%,96%,70%,0%,0%,20%,96%
000294243000002,WOS:000294243000002,2000-2018,50,50,249%,249%,249%,100%,0%,12%,100%
000294243000003,WOS:000294243000003,2000-2018,5,5,24%,52%,24%,0%,0%,64%,95%
000294243000004,WOS:000294243000004,2000-2018,6,6,36%,34%,36%,0%,0%,50%,88%
000294243000005,WOS:000294243000005,2000-2018,6,6,36%,34%,36%,0%,0%,0%,98%
000294243000006,WOS:000294243000006,2000-2018,3,3,14%,52%,14%,0%,0%,50%,88%
000294243000007,WOS:000294243000007,2000-2018,6,6,23%,116%,23%,0%,0%,45%,100%
000294243000008,WOS:000294243000008,2000-2018,11,11,42%,116%,42%,0%,0%,35%,90%
000294243000009,WOS:000294243000009,2000-2018,24,24,102%,102%,102%,0%,0%,11%,94%
000294243000010,WOS:000294243000010,2000-2018,7,7,20%,59%,20%,0%,0%,42%,82%
000294243000011,WOS:000294243000011,2000-2018,36,36,105%,59%,105%,0%,0%,25%,89%
000294243000012,WOS:000294243000012,2000-2018,13,13,73%,73%,73%,0%,0%,24%,100%
000294243000013,WOS:000294243000013,2000-2018,0,0,0%,82%,0%,0%,100%,100%,96%
000294243000014,WOS:000294243000014,2000-2018,9,9,35%,116%,35%,0%,0%,0%,99%
000294243000015,WOS:000294243000015,2000-2018,3,3,10%,36%,10%,0%,0%,75%,93%
000294243000016,WOS:000294243000016,2000-2018,39,39,150%,116%,150%,0%,0%,9%,100%
000294243000017,WOS:000294243000017,2000-2018,22,22,95%,95%,95%,0%,0%,24%,87%
000294243000018,WOS:000294243000018,2000-2018,16,16,128%,104%,128%,0%,0%,33%,82%
000294243000019,WOS:000294243000019,2000-2018,23,23,82%,55%,82%,0%,0%,15%,90%
000294243000020,WOS:000294243000020,2000-2018,3,3,14%,52%,14%,0%,0%,40%,96%
000294243000021,WOS:000294243000021,2000-2018,5,5,18%,55%,18%,0%,0%,17%,93%
000294378000015,WOS:000294378000015,2000-2018,3,3,10%,62%,10%,0%,0%,50%,87%
000294378700026,WOS:000294378700026,2000-2018,57,57,391%,391%,391%,100%,0%,12%,98%
000294408600032,WOS:000294408600032,2000-2018,9,9,15%,95%,15%,0%,0%,18%,94%
000294450400003,WOS:000294450400003,2000-2018,2,2,4%,17%,4%,0%,0%,50%,80%
000294473900005,WOS:000294473900005,2000-2018,10,10,59%,358%,59%,0%,0%,29%,73%
000294513100002,WOS:000294513100002,2000-2018,47,47,302%,302%,302%,100%,0%,16%,96%
000294513100003,WOS:000294513100003,2000-2018,51,51,500%,500%,500%,100%,0%,19%,81%
000294521000002,WOS:000294521000002,2000-2018,13,13,62%,27%,62%,0%,0%,19%,94%
000294521000004,WOS:000294521000004,2000-2018,5,5,24%,27%,24%,0%,0%,17%,85%
000294524300009,WOS:000294524300009,2000-2018,23,23,90%,90%,90%,0%,0%,15%,91%
000294525000009,WOS:000294525000009,2000-2018,150,150,245%,95%,245%,100%,0%,13%,74%
000294525000016,WOS:000294525000016,2000-2018,58,58,95%,95%,95%,0%,0%,36%,100%
000294551000012,WOS:000294551000012,2000-2018,43,43,167%,127%,167%,0%,0%,32%,88%
000294557100022,WOS:000294557100022,2000-2018,33,33,128%,197%,128%,0%,0%,0%,91%
000294560900008,WOS:000294560900008,2000-2018,11,11,47%,14%,47%,0%,0%,0%,92%
000294561800015,WOS:000294561800015,2000-2018,20,20,156%,121%,156%,0%,0%,13%,85%
000294573200007,WOS:000294573200007,2000-2018,8,8,31%,34%,31%,0%,0%,0%,91%
000294594700005,WOS:000294594700005,2000-2018,10,10,63%,63%,63%,0%,0%,0%,89%
000294665900017,WOS:000294665900017,2000-2018,11,11,47%,54%,47%,0%,0%,48%,88%
000294680800009,WOS:000294680800009,2000-2018,3,3,13%,83%,13%,0%,0%,63%,100%
000294708600013,WOS:000294708600013,2000-2018,77,77,167%,182%,167%,0%,0%,23%,95%
000294708900003,WOS:000294708900003,2000-2018,104,104,613%,178%,613%,100%,0%,15%,83%
000294709300011,WOS:000294709300011,2000-2018,142,142,309%,182%,309%,100%,0%,5%,90%
000294803200044,WOS:000294803200044,2000-2018,19,19,70%,99%,70%,0%,0%,14%,97%
000294808800008,WOS:000294808800008,2000-2018,75,75,221%,221%,221%,0%,0%,21%,94%
000294815000014,WOS:000294815000014,2000-2018,103,103,314%,107%,314%,100%,0%,22%,95%
000294841900020,WOS:000294841900020,2000-2018,132,132,287%,146%,287%,100%,0%,8%,97%
000294889100002,WOS:000294889100002,2000-2018,14,14,52%,28%,52%,0%,0%,22%,79%
000294940500003,WOS:000294940500003,2000-2018,23,23,104%,104%,104%,0%,0%,21%,89%
000294940500010,WOS:000294940500010,2000-2018,12,12,55%,83%,55%,0%,0%,8%,96%
000294940500018,WOS:000294940500018,2000-2018,26,26,84%,100%,84%,0%,0%,28%,78%
000294940700026,WOS:000294940700026,2000-2018,46,46,179%,97%,179%,0%,0%,0%,94%
000294957000011,WOS:000294957000011,2000-2018,4,4,13%,42%,13%,0%,0%,0%,85%
000295030000074,WOS:000295030000074,2000-2018,66,66,143%,189%,143%,0%,0%,7%,90%
000295083300027,WOS:000295083300027,2000-2018,58,58,188%,122%,188%,0%,0%,9%,94%
000295108600003,WOS:000295108600003,2000-2018,28,28,104%,82%,104%,0%,0%,45%,88%
000295108600006,WOS:000295108600006,2000-2018,0,0,0%,100%,0%,0%,100%,100%,97%
000295108800005,WOS:000295108800005,2000-2018,20,20,79%,82%,79%,0%,0%,17%,93%
000295111400029,WOS:000295111400029,2000-2018,18,18,70%,127%,70%,0%,0%,0%,87%
000295111500008,WOS:000295111500008,2000-2018,13,13,28%,30%,28%,0%,0%,13%,96%
000295119700003,WOS:000295119700003,2000-2018,33,33,107%,168%,107%,0%,0%,6%,94%
000295122300010,WOS:000295122300010,2000-2018,12,12,26%,26%,26%,0%,0%,0%,86%
000295183200015,WOS:000295183200015,2000-2018,85,85,321%,118%,321%,100%,0%,6%,92%
000295265100085,WOS:000295265100085,2000-2018,1,1,2%,31%,2%,0%,0%,0%,94%
000295339400001,WOS:000295339400001,2000-2018,9,9,47%,82%,47%,0%,0%,25%,89%
000295339400002,WOS:000295339400002,2000-2018,25,25,96%,116%,96%,0%,0%,17%,96%
000295339400003,WOS:000295339400003,2000-2018,2,2,7%,55%,7%,0%,0%,33%,93%
000295339400004,WOS:000295339400004,2000-2018,17,17,65%,65%,65%,0%,0%,23%,97%
000295339400005,WOS:000295339400005,2000-2018,9,9,47%,82%,47%,0%,0%,18%,92%
000295339400006,WOS:000295339400006,2000-2018,15,15,44%,44%,44%,0%,0%,6%,92%
000295339400007,WOS:000295339400007,2000-2018,10,10,53%,53%,53%,0%,0%,9%,92%
000295339400008,WOS:000295339400008,2000-2018,10,10,47%,52%,47%,0%,0%,23%,98%
000295339400009,WOS:000295339400009,2000-2018,24,24,52%,96%,52%,0%,0%,4%,98%
000295339400010,WOS:000295339400010,2000-2018,10,10,80%,104%,80%,0%,0%,29%,84%
000295339400011,WOS:000295339400011,2000-2018,20,20,64%,40%,64%,0%,0%,9%,97%
000295339400012,WOS:000295339400012,2000-2018,18,18,52%,59%,52%,0%,0%,0%,100%
000295413200004,WOS:000295413200004,2000-2018,45,45,161%,161%,161%,0%,0%,10%,95%
000295687000009,WOS:000295687000009,2000-2018,28,28,104%,104%,104%,0%,0%,22%,92%
000295805500035,WOS:000295805500035,2000-2018,42,42,136%,122%,136%,0%,0%,18%,90%
000295856300016,WOS:000295856300016,2000-2018,83,83,180%,323%,180%,0%,0%,13%,98%
000295869500014,WOS:000295869500014,2000-2018,76,76,328%,109%,328%,100%,0%,20%,94%
000295869500019,WOS:000295869500019,2000-2018,8,8,35%,109%,35%,0%,0%,20%,93%
000295869500023,WOS:000295869500023,2000-2018,72,72,400%,297%,400%,100%,0%,16%,90%
000295874900017,WOS:000295874900017,2000-2018,41,41,320%,121%,320%,100%,0%,29%,77%
000295912700009,WOS:000295912700009,2000-2018,19,19,74%,127%,74%,0%,0%,50%,93%
000295931000001,WOS:000295931000001,2000-2018,20,20,125%,125%,125%,0%,0%,23%,89%
000295931000002,WOS:000295931000002,2000-2018,202,202,330%,330%,330%,100%,0%,2%,89%
000295931000003,WOS:000295931000003,2000-2018,203,203,381%,244%,381%,100%,0%,3%,85%
000295931000004,WOS:000295931000004,2000-2018,44,44,128%,128%,128%,0%,0%,0%,97%
000295931000005,WOS:000295931000005,2000-2018,28,28,168%,276%,168%,0%,0%,20%,93%
000295931000006,WOS:000295931000006,2000-2018,24,24,169%,131%,169%,0%,0%,0%,88%
000295931000007,WOS:000295931000007,2000-2018,2,2,9%,91%,9%,0%,0%,0%,86%
000295931000008,WOS:000295931000008,2000-2018,13,13,56%,91%,56%,0%,0%,24%,98%
000295931000009,WOS:000295931000009,2000-2018,32,32,171%,171%,171%,0%,0%,9%,98%
000295931000010,WOS:000295931000010,2000-2018,23,23,75%,95%,75%,0%,0%,39%,87%
000295931000011,WOS:000295931000011,2000-2018,8,8,84%,84%,84%,0%,0%,33%,76%
000295931000012,WOS:000295931000012,2000-2018,12,12,39%,95%,39%,0%,0%,45%,97%
000295931000013,WOS:000295931000013,2000-2018,40,40,130%,130%,130%,0%,0%,15%,78%
000295931000014,WOS:000295931000014,2000-2018,56,56,182%,95%,182%,0%,0%,18%,85%
000295931000015,WOS:000295931000015,2000-2018,31,31,125%,147%,125%,0%,0%,14%,95%
000295961700001,WOS:000295961700001,2000-2018,7,7,23%,94%,23%,0%,0%,13%,89%
000295961700011,WOS:000295961700011,2000-2018,10,10,59%,59%,59%,0%,0%,0%,90%
000295966900018,WOS:000295966900018,2000-2018,121,121,353%,114%,353%,100%,0%,2%,94%
000295968700014,WOS:000295968700014,2000-2018,8,8,35%,83%,35%,0%,0%,43%,86%
000295970300009,WOS:000295970300009,2000-2018,15,15,33%,31%,33%,0%,0%,25%,85%
000295975300057,WOS:000295975300057,2000-2018,75,75,321%,561%,321%,100%,0%,4%,98%
000295976000049,WOS:000295976000049,2000-2018,12,12,71%,247%,71%,0%,0%,0%,100%
000295998800009,WOS:000295998800009,2000-2018,34,34,192%,151%,192%,0%,0%,0%,84%
000296085900010,WOS:000296085900010,2000-2018,7,7,23%,23%,23%,0%,0%,46%,98%
000296246300002,WOS:000296246300002,2000-2018,23,23,75%,100%,75%,0%,0%,39%,90%
000296246300013,WOS:000296246300013,2000-2018,17,17,55%,100%,55%,0%,0%,0%,80%
000296265500048,WOS:000296265500048,2000-2018,12,12,21%,135%,21%,0%,0%,29%,86%
000296265500053,WOS:000296265500053,2000-2018,6,6,38%,136%,38%,0%,0%,25%,95%
000296265500070,WOS:000296265500070,2000-2018,76,76,453%,453%,453%,100%,0%,17%,92%
000296271000011,WOS:000296271000011,2000-2018,70,70,227%,99%,227%,100%,0%,11%,89%
000296274000035,WOS:000296274000035,2000-2018,81,81,132%,206%,132%,0%,0%,6%,93%
000296373400052,WOS:000296373400052,2000-2018,144,144,313%,189%,313%,100%,0%,11%,98%
000296400500004,WOS:000296400500004,2000-2018,26,26,112%,100%,112%,0%,0%,32%,88%
000296400500018,WOS:000296400500018,2000-2018,18,18,58%,100%,58%,0%,0%,10%,91%
000296400500029,WOS:000296400500029,2000-2018,50,50,224%,66%,224%,100%,0%,14%,93%
000296544300007,WOS:000296544300007,2000-2018,47,47,77%,68%,77%,0%,0%,13%,97%
000296544300008,WOS:000296544300008,2000-2018,25,25,122%,194%,122%,0%,0%,17%,91%
000296624700004,WOS:000296624700004,2000-2018,3,3,25%,44%,25%,0%,0%,25%,66%
000296635600001,WOS:000296635600001,2000-2018,30,30,102%,102%,102%,0%,0%,3%,94%
000296658300015,WOS:000296658300015,2000-2018,23,23,75%,231%,75%,0%,0%,21%,89%
000296729400001,WOS:000296729400001,2000-2018,37,37,194%,194%,194%,55%,0%,10%,100%
000296730500005,WOS:000296730500005,2000-2018,9,9,35%,69%,35%,0%,0%,36%,100%
000296758500002,WOS:000296758500002,2000-2018,8,8,30%,120%,30%,0%,0%,20%,94%
000296766100003,WOS:000296766100003,2000-2018,80,80,233%,233%,233%,100%,0%,5%,82%
000296799700029,WOS:000296799700029,2000-2018,98,98,160%,206%,160%,0%,0%,15%,96%
000296850700001,WOS:000296850700001,2000-2018,11,11,49%,67%,49%,0%,0%,15%,88%
000296850700018,WOS:000296850700018,2000-2018,45,45,167%,84%,167%,0%,0%,18%,91%
000296850700019,WOS:000296850700019,2000-2018,49,49,175%,175%,175%,0%,0%,28%,90%
000296863600003,WOS:000296863600003,2000-2018,111,111,208%,181%,208%,0%,0%,23%,94%
000296930200007,WOS:000296930200007,2000-2018,8,8,64%,64%,64%,0%,0%,27%,91%
000296968600016,WOS:000296968600016,2000-2018,45,45,250%,250%,250%,100%,0%,13%,96%
000296977900012,WOS:000296977900012,2000-2018,59,59,219%,132%,219%,40%,0%,12%,97%
000296995200026,WOS:000296995200026,2000-2018,0,0,0%,2%,0%,0%,100%,NULL,76%
000297139600020,WOS:000297139600020,2000-2018,51,51,220%,340%,220%,0%,0%,15%,90%
000297168300010,WOS:000297168300010,2000-2018,37,37,108%,97%,108%,0%,0%,5%,93%
000297251800001,WOS:000297251800001,2000-2018,10,10,39%,88%,39%,0%,0%,52%,85%
000297263700026,WOS:000297263700026,2000-2018,14,14,23%,47%,23%,0%,0%,39%,77%
000297324600003,WOS:000297324600003,2000-2018,8,8,43%,135%,43%,0%,0%,11%,91%
000297324600009,WOS:000297324600009,2000-2018,29,29,85%,48%,85%,0%,0%,22%,96%
000297324600019,WOS:000297324600019,2000-2018,94,94,457%,131%,457%,100%,0%,6%,86%
000297401300008,WOS:000297401300008,2000-2018,19,19,122%,122%,122%,0%,0%,24%,84%
000297411800030,WOS:000297411800030,2000-2018,17,17,127%,276%,127%,0%,0%,0%,96%
000297455900004,WOS:000297455900004,2000-2018,4,4,18%,66%,18%,0%,0%,0%,97%
000297455900020,WOS:000297455900020,2000-2018,17,17,63%,82%,63%,0%,0%,15%,95%
000297458000006,WOS:000297458000006,2000-2018,0,0,0%,9%,0%,0%,100%,NULL,95%
000297535300007,WOS:000297535300007,2000-2018,40,40,173%,88%,173%,0%,0%,5%,91%
000297535300010,WOS:000297535300010,2000-2018,22,22,71%,47%,71%,0%,0%,0%,92%
000297686000012,WOS:000297686000012,2000-2018,2,2,9%,9%,9%,0%,0%,0%,64%
000297799000003,WOS:000297799000003,2000-2018,41,41,119%,59%,119%,0%,0%,33%,100%
000297799000004,WOS:000297799000004,2000-2018,19,19,62%,36%,62%,0%,0%,39%,97%
000297799000005,WOS:000297799000005,2000-2018,9,9,26%,59%,26%,0%,0%,50%,85%
000297799000006,WOS:000297799000006,2000-2018,13,13,38%,59%,38%,0%,0%,7%,95%
000297799000007,WOS:000297799000007,2000-2018,34,34,122%,55%,122%,0%,0%,23%,96%
000297799000008,WOS:000297799000008,2000-2018,1,1,4%,55%,4%,0%,0%,0%,90%
000297799000009,WOS:000297799000009,2000-2018,23,23,72%,72%,72%,0%,0%,28%,97%
000297799000010,WOS:000297799000010,2000-2018,33,33,126%,126%,126%,0%,0%,6%,95%
000297799000011,WOS:000297799000011,2000-2018,5,5,23%,23%,23%,0%,0%,79%,95%
000297799000012,WOS:000297799000012,2000-2018,25,25,89%,55%,89%,0%,0%,29%,89%
000297799000013,WOS:000297799000013,2000-2018,70,70,158%,158%,158%,0%,0%,17%,88%
000297799000014,WOS:000297799000014,2000-2018,5,5,30%,34%,30%,0%,0%,0%,97%
